Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details
7,1997,5,,DR Congo,,,,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,U,C,U,-2.9814344,23.8222636,10 NRCS staff first aid workers killed in fighting between Zairean troops and rebels from the Alliance of Democratic Forces for the Liberation of Congo-Zaire (ADFL).
22,1997,9,24,Ethiopia,Ogaden,,,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,0,1,S,IA,U,8.53056,44.795,2 UN national staffers shot dead in apparent robbery attempt in Ogaden region Sept 24.
62,1998,,,Burundi,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,R,OC,-3.3634357,29.8870575,1 INGO national staff killed in armed robbery on a team house. Month unknown.
38,1998,1,,DR Congo,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,-2.9814344,23.8222636,1 ICRC national staff driver killed in ambush.
40,1998,3,6,Uganda,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,U,U,1.5333554,32.2166578,1 UN national staff killed March 6.
44,1998,4,,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,AB,U,PS,14.5844444,29.4917691,1 INGO national staff killed in hospital bombing.
45,1998,4,,Burundi,Bubanza ,,Bujumbura,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,U,Am,U,-3.3239046,29.3206183,"1 INGO international staff ambushed and killed by bandits in Bujumbura, April 22."
48,1998,6,,Burundi,Bubanza ,,Bujumbura,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,U,Am,U,-3.3239046,29.3206183,1 INGO international (Danish) staff killed by car thieves in Bujumbura.
46,1998,6,9,Sudan,South Kordofan,,,2,0,4,0,0,0,3,3,0,6,0,0,0,0,3,3,0,6,0,0,3,S,Am,R,11,31,2 UN national staff killed along with 1 national RC worker were killed when gunmen fired on UN vehicle in South Kordofan June 9 (3 other RC workers wounded).
47,1998,6,25,Ethiopia,Somali,,travelling from Gode to Degeh Bur,0,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0,6,K,Am,R,7,44,"6 ICRC international staff (1 Swiss, 5 Somali) abducted when travelling from Gode to Degeh Bur in three marked vehicles on June 25. On July 3 the Islamic group al-Ittihad al-Islami claimed responsibility, stating that the hostages were under investigation for"
49,1998,7,8,Uganda,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,1.5333554,32.2166578,1 UN national staff killed in ambush by guerrillas from the Uganda National Rescue Front II on July 8. Vehicle also robbed and blown up.
53,1998,7,11,Burundi,Bubanza ,,"Bubanza, RN 9 in Gihanga commune",0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,1,1,0,U,Am,PS,-3.11667,29.4,2 INGO national staff killed in ambush on RN 9 in Bubanza's Gihanga commune July 11.
52,1998,7,24,Burundi,Bubanza ,,Bujumbura,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,U,IA,U,-3.3239046,29.3206183,1 UN international staffer killed in Bujumbura on July 24.
68,1999,2,18,Sudan,Unity,Rubkona ,Bentiu,0,0,4,2,0,0,4,0,0,4,0,0,2,2,4,0,2,6,0,0,6,KK,U,U,9.26,29.8,"2 ICRC international (Swiss) staff and 4 national RC workers kidnapped. Swiss released in March, Sudanese killed April."
73,1999,4,,Ethiopia,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,K,U,U,9.145,40.489673,1 INGO international (French) staff kidnapped and later released
74,1999,5,,Sudan,,,,3,0,0,0,0,0,1,2,0,3,0,0,0,0,1,2,0,3,0,0,3,U,R,R,14.5844444,29.4917691,1 UN national staff killed and 2 wounded when relief barge on Nile in Sudan was attacked.
76,1999,6,,Burundi,Baki,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,U,U,-3.3634357,29.8870575,1 UN national staff injured when vehicle shot at by suspected Hutu rebels.
80,1999,7,24,Burundi,Bubanza ,,Bujumbura,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,U,U,U,-3.3239046,29.3206183,1 UN international (Italian) staff killed in Bujumbura July 24.
87,1999,10,,Burundi,,,,3,0,0,0,0,0,0,1,0,1,2,0,0,2,2,1,0,3,0,0,3,U,Am,U,-3.3634357,29.8870575,"1 UN national staff wounded, 2 internationals killed (1 Chilean, 1 Dutch) and others escaped unharmed during ambush of joint UN assessment team."
101,2000,1,,Sudan,,,,0,8,0,0,0,0,7,0,0,7,1,0,0,1,8,0,0,8,0,0,8,U,Am,R,14.5844444,29.4917691,"8 INGO staff (7 national, 1 international) killed killed in attack on vehicle."
97,2000,1,8,Sudan,Al Wahdah,,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,Am,U,8.927721,29.788925,2 INGO national staff killed in ambush in Al Wahdah State on Jan 8.
103,2000,2,,Ethiopia,,,,0,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,0,0,2,U,Am,U,9.145,40.489673,1 INGO national staff killed and 1 international staff wounded when vehicle ambushed.
107,2000,3,,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,14.5844444,29.4917691,1 INGO national staff killed in ambush.
109,2000,4,,DR Congo,Orientale,Ituri,Bunia,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,Am,R,1.566667,30.25,"2 INGO national staff hijacked in Bunia, Ituri by militia and forced to transport weapons. Led to organization's withdrawal from province."
108,2000,4,4,DR Congo,South Kivu,,Uvira,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,U,-3.4055866,29.1375509,"1 INGO national staff shot and killed in Uvira, April 4."
119,2000,7,9,DR Congo,,,,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,1,0,1,U,Am,U,-2.9814344,23.8222636,1 INGO national and 1 international (Kenyan) wounded along with 3 other health workers (not counted here) in July 9 ambush that killed local health center director (also not counted here).
123,2000,8,,DR Congo,Orientale,Tshopo ,Kisangani,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,U,IA,U,0.5184021,25.2057292,1 UN international staff found dead in Kisangani; undetermined motivation.
129,2000,11,,Sudan,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,U,U,14.5844444,29.4917691,1 UN national staff killed.
131,2000,12,,Sudan,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,AB,U,U,14.5844444,29.4917691,1 ICRC national staff killed in aerial bombing.
133,2000,12,,Burundi,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,U,Am,R,-3.3634357,29.8870575,1 INGO international (British) staff killed in bus attack.
132,2000,12,20,Sudan,,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,Am,R,14.5844444,29.4917691,"2 national staff, one from an INGO and one from a national NGO, killed in ambush on Dec 20."
142,2001,2,26,DR Congo,Bunia ,(near area of Bunia),,0,0,0,6,0,0,4,0,0,4,2,0,0,2,6,0,0,6,0,0,6,U,Am,R,1.5625,30.2484167,"2 ICRC international (Swiss, Colombian) and 4 national staff ambushed and killed near Bunia, Feb 26."
140,2001,3,8,Sudan,,,,0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,0,0,4,K,R,PS,14.5844444,29.4917691,"2 INGO international (Kenyan) and 2 national staff kidnapped when armed rebels attacked village, March 8."
138,2001,3,27,DR Congo,Bas-Congo,,Kimpese,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,-5.78156,12.63389,"1 UN national staff shot and killed by gunmen in ambush and stole victim's vehicle in Kimpese, March 27."
141,2001,4,3,Burundi,,,,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,U,Am,R,-3.3634357,29.8870575,"4 UN national staff wounded when UN vehicles attacked, April 3."
146,2001,5,,Sudan,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,AB,Am,R,14.5844444,29.4917691,1 ICRC international (Danish) staff killed when plane downed by projectile fired from unknown origin.
148,2001,5,11,Burundi,,,,0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,6,K,U,PS,-3.3634357,29.8870575,"6 INGO national staff kidnapped when operating mobile clinic, May 11, later released unharmed."
149,2001,6,,Burundi,,,,0,4,0,0,0,0,1,0,3,4,0,0,0,0,1,0,3,4,0,0,4,KK,U,U,-3.3634357,29.8870575,"1 INGO national staff killed, 3 kidnapped."
156,2001,8,,DR Congo,,,Ruzizi Plain,0,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,K,U,U,-3.16667,28.25,"1 INGO international (French) staff and 2 nationals kidnapped by Mai-Mai groups on the Ruzizi Plain in eastern DRC in late August, and held for almost one week, prompting the INGO to temporarily suspend their operations in the Eastern DRC (OFDA rpt)."
157,2001,9,,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,Am,U,14.5844444,29.4917691,1 INGO national staff killed in ambush.
161,2001,11,,Burundi,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,U,IA,U,-3.3634357,29.8870575,1 UN international (Ivoirian) staff killed.
212,2002,,,Burundi,Gitega ,,Gitega,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,OC,-3.4284953,29.9249718,1 ICRC national staff shot and killed during a break-in at ICRC office in Gitega.
167,2002,1,25,DR Congo,Maniema,,Kindu-Kalima road,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,-2.91667,25.91667,3 INGO national staff kidnapped when vehicle ambushed on Kindu-Kalima road on Jan 25- later released.
173,2002,2,,Sudan,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,AB,C,U,14.5844444,29.4917691,1 INGO national staffer killed by aerial bomb.
169,2002,2,,Burundi,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,Am,U,-3.3634357,29.8870575,1 UN national staff wounded in ambush.
186,2002,8,,Uganda,,,,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,K,R,PS,1.5333554,32.2166578,"5 INGO national staff kidnapped after LRA raids refugee camp, later released."
191,2002,9,,Uganda,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,1.5333554,32.2166578,1 INGO national staff killed.
189,2002,9,,Uganda,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,R,1.5333554,32.2166578,1 UN national staff killed in attack on UN convoy.
192,2002,9,,Burundi,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,U,IA,U,-3.3634357,29.8870575,1 NGO national staff found murdered.
195,2002,10,21,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,K,U,U,14.5844444,29.4917691,"1 INGO staff member held and beaten by SPLA, Oct 21."
205,2002,11,19,DR Congo,,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,-2.9814344,23.8222636,"1 INGO national staff kidnapped Nov 19, released a day later."
213,2003,1,,DR Congo,Uvira (near),,,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,5,S,Am,R,-3.2850762,28.18012996,5 RC national staff wounded when car was fired upon near Uvira.
218,2003,2,,Uganda,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,1.5333554,32.2166578,"1 INGO national staff wounded by glass when vehicle stopped, driver robbed, and gunmen fired at car while driving off."
220,2003,3,10,Sudan,Darfur,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,11.329444,25.08565623,"1 UN national staff beaten with rifle butt and kicked when the agency's and an INGO's vehicles ambushed in Darfur, March 10."
224,2003,3,13,DR Congo,Orientale,Ituri,Badiya ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,1.66607,27.00836,"1 INGO national staff member kidnapped in Badiya, Ituri, along with 3 civilians on March 13 and released 4 days later."
233,2003,5,,Uganda,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,1.5333554,32.2166578,1 INGO national staff killed when armed group ambushed and fired on the vehicle carrying the victim and others which was reportedly returning from a peace mission to reconcile the cattle rustling pastoralist comm
229,2003,5,11,DR Congo,,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,U,U,-2.9814344,23.8222636,2 RC national staff killed May 11.
234,2003,6,6,DR Congo,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,U,-2.9814344,23.8222636,"1 UN national staff killed by gunshot, June 6."
239,2003,7,,Burundi,Makamba ,,Makamba ,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,U,U,-4.1347916,29.8046322,2 INGO national staff kidnapped in Makamba and later released.
238,2003,7,,Burundi,Makamba ,,Makamba ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,-4.1347916,29.8046322,"1 INGO national staff kidnapped in Makamb, later released."
251,2003,8,7,DR Congo,South Kivu,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,U,U,-3.2850762,28.18012996,"1 INGO national staff killed in South Kivu, Aug 7."
264,2003,10,3,Sudan,Central/Nuba mountains,,"Road, from Kauda to Karkar",0,10,0,0,0,0,8,2,0,10,0,0,0,0,8,2,0,10,0,0,10,LM,Am,R,12,30.75,"8 INGO national staff killed, 2 national staff wounded when their vehicle hit a mine on the road from Kauda to Karkar, Oct 3."
266,2003,11,7,Burundi,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,H,-3.3634357,29.8870575,"One UN national staff shot and killed in his home, Nov 7."
341,2004,,,DR Congo,,,Goma,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,S,IA,H,-1.6665893,29.2256875,1 ICRC international shot and wounded when attacked at home in Goma.
298,2004,5,,DR Congo,,,,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,2,RSA,R,C,-2.9814344,23.8222636,"2 INGO international staff wounded (1 raped, 1 shot) in armed attack by unidentified soldiers."
305,2004,6,18,DR Congo,Maniema,,Kasongo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,C,-4.4269024,26.6661699,"1 INGO national staff detained and severely beaten by a police commander in Kasongo, June 18."
307,2004,6,19,Uganda,Northern Uganda,Kitgum,about 15 km north of Kitgum,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,U,Am,R,2.75,32.9,"2 INGO national staff killed when food convoy to South Sudan ambushed by LRA about 15 km north of Kitgum town, June 19."
317,2004,8,,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,U,U,14.5844444,29.4917691,1 INGO national staff shot and wounded.
312,2004,8,,Sudan,,,,3,0,5,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,8,K,U,U,14.5844444,29.4917691,3 UN national staff and 5 national RC staff kidnapped.
316,2004,8,12,Sudan,Darfur,,Kalma camp,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,U,IA,PS,11.329444,25.08565623,"1 INGO national staff killed and 1 national staff wounded in attack on IDPs in Kalma camp, Aug 12. Victim killed was alleged by the IDPs to be a major leader of Janjaweed."
326,2004,10,,Sudan,Darfur,,Between Muzbat and Um Baru,0,3,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,3,0,0,3,LM,Am,R,13.5,23.5,"1 INGO international staff, 1 national staff killed and 1 national staff injured by landmine between Muzbat and Um Baru in Darfur."
324,2004,10,3,DR Congo,North Kivu,,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,U,1.658501,29.220455,"1 UN national staff shot and killed in Goma, Oct 3."
332,2004,11,,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,BA,D,C,11.329444,25.08565623,"1 INGO national staff detained and beaten by police, who took away his INGO ID and materials."
331,2004,11,,Sudan,Darfur,,Kalma camp,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,MV,PS,16,30,"1 INGO national staff shot in foot during fighting in Kalma camp, Nov 14."
330,2004,11,,DR Congo,,,south of Bunia,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,U,1.55941,30.25224,"1 NGO national staff shot and wounded when four colleagues attacked by unidentified gunmen south of Bunia, Nov 15."
339,2004,12,,Uganda,Northern Uganda,Kitgum,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,IA,U,3.236667,33.093056,1 INGO national staff shot and wounded in Kitgum national bar.
340,2004,12,,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,C,PS,11.329444,25.08565623,1 INGO national staff wounded when police fired on a wedding celebration in the camp.
336,2004,12,,Sudan,South Darfur,,Labado,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,U,U,11.329444,25.08565623,1 INGO national staff shot and killed in attack on Labado center.
335,2004,12,12,Sudan,Darfur,,South,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,S,Am,R,11.329444,25.08565623,"2 INGO national staff shot and killed during an attack on a convoy of humanitarian vehicles in South Darfur, Dec 12."
337,2004,12,16,Sudan,Darfur,,South,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,16,30,"3 INGO national staff kidnapped at gunpoint in rebel-held Labado, South Darfur, Dec 16."
345,2005,1,6,Sudan,West Darfur,,from Mornei to Geneina,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,13.4263009,22.6574884,"1 staff contracted by the UN was killed when unidentified gunman attacked an empty, 6-vehicle convoy contracted by UN returning from Mornei to Geneina in West Darfur, Jan 6."
349,2005,1,21,Sudan,West Darfur,,Seleia,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,U,13.4263009,22.6574884,"1 INGO national staff killed when a large group of armed tribesman attacked Seleia in West Darfur, Jan 21. A violent confrontation ensued in which civilians were killed, including the guard."
677,2005,2,21,Sudan,Darfur,,,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,7,K,Am,PS,11.329444,25.08565623,7 INGO national staff and three vehicles abducted during a food distribution. The incident lasted slightly more than 24 hours. Head of INGO office managed to negotiate their release with no injuries or ransom.
354,2005,3,10,Sudan,Darfur,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,11.329444,25.08565623,"1 INGO national staff beaten when vehicle ambushed and robbed, March 10."
356,2005,3,22,Sudan,Darfur,,South,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,R,16,30,"1 donor agency international staff shot and seriously wounded when convoy attacked in South Darfur, May 22. First such incident for this organization's personnel."
358,2005,4,14,Sudan,West Darfur,,Krenik,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,BA,IA,PS,13.4263009,22.6574884,"2 INGO national staff seriously assaulted and injured during NFI distribution in Krenik, West Darfur, April 14. Possibly linked to the agency"
359,2005,4,15,Sudan,West Darfur,"Jebel Marra, Golo",,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,U,13.5,23.5,"1 INGO national staff shot and killed in Golo, in the Jebel Marra region of West Darfur, April 15. Likely a personal issue, unrelated to work of INGO."
368,2005,5,1,Sudan,Kassala State,,near Kassala,0,4,0,0,0,0,2,1,1,4,0,0,0,0,2,1,1,4,0,0,4,K,Am,R,15.45099,36.39998,"2 RC national staff killed, 1 national staff wounded and 1 national staff kidnapped when their vehicle was attacked near the eastern town of Kassala, May 1."
365,2005,5,12,Sudan,Darfur,,South,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,16,30,"1 locally contracted truck driver for the UN was ambushed and shot dead in South Darfur, May 12."
376,2005,6,,Uganda,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,U,Am,U,1.5333554,32.2166578,2 INGO national staff wounded in ambush by LRA.
380,2005,6,,DR Congo,Ituri,,,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,K,U,U,2.13410995,29.05000311,1 INGO international (French) staff and 1 national staff kidnapped in Ituri; released 10 days later.
377,2005,6,14,DR Congo,,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,Am,R,-2.9814344,23.8222636,"2 INGO national staff kidnapped with vehicle, June 1; released the next day."
379,2005,6,23,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,R,H,14.5844444,29.4917691,"One INGO national staff shot and wounded by group who invaded victim's house, June 23. Motive was ethnic rivalry (victim's wife is an Arab)."
384,2005,7,,Sudan,North Darfur,,Zam Zam camp,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,U,PS,16,26,"1 NGO nationals staff abducted in Zam Zam camp in North Darfur, July 11; later released, July 15."
383,2005,7,,Sudan,Darfur,,,0,15,0,0,0,0,0,15,0,15,0,0,0,0,0,15,0,15,0,0,15,U,MV,PS,11.329444,25.08565623,15 INGO national staff injured during camp riots targeting intl organizations participating in the first day of the WFP food registration program.
382,2005,7,,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,IA,H,14.5844444,29.4917691,1 INGO national staff assaulted during armed robbery at victim's house.
385,2005,7,23,Sudan,South,,10 km north of Sania Fandu,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,U,Am,R,13.56907,33.56718,"2 INGO national staffkilled when two trucks of an were ambushed and looted 10 km north of Sania Fandu, July 23."
392,2005,9,,Sudan,,,,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,14.5844444,29.4917691,3 NGO national staff hijacked and kidnapped by armed men.
391,2005,9,,Sudan,West Darfur,,from Beida to Geneina,0,17,0,0,0,0,0,15,0,15,0,2,0,2,0,17,0,17,0,0,17,U,Am,R,13.4263009,22.6574884,15 INGO national staff and 2 international staff when convoy of seven vehicles stopped when travelling from Beida to Geneina in West Darfur.
390,2005,9,9,Sudan,Southern Darfur State,,Amar Jadeed Village,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,Am,R,11.329444,25.08565623,"1 UN national staff severely assaulted when two commercial trucks contracted by the UN were ambushed and looted at Amar Gadeed village, north of Manawashi, Sept 9."
396,2005,10,,Sudan,Darfur,,from El Obein to Nyala,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,13.5,23.5,"1 UN national staff shot in his left hand and 80 bags of sugar was looted when truck travelling from El Obein to Nyala was attacked by 15 armed men on camel, Oct 19."
399,2005,10,25,Uganda,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,U,Am,U,1.5333554,32.2166578,"2 INGO national staff wounded in ambush by LRA rebels, Oct 25."
400,2005,10,26,Uganda,,,,0,4,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,4,0,0,4,U,Am,U,1.5333554,32.2166578,"2 INGO national staff killed, 2 national staff wounded (victims from two INGOs) in ambushes by LRA rebels, Oct 26."
401,2005,10,26,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,IA,H,14.5844444,29.4917691,"1 INGO national staff assaulted and wounded by military men outside victim's residence, Oct 26."
402,2005,10,28,Sudan,Darfur,,,2,6,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,6,BA,Am,R,11.329444,25.08565623,"2 UN national staff and 6 INGO national staff beaten when convoy ambushed in Darfur, Oct 28."
403,2005,10,31,Sudan,South,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,0,0,2,U,Am,U,14.5844444,29.4917691,"1 NGO international (Iraqi) staff and 1 national staff killed from demining group in another LRA ambush, Oct 31."
413,2005,12,,DR Congo,,,,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,BA,Am,C,-2.9814344,23.8222636,2 ICRC national staff beat up when vehicle ambushed by military police who also stole vehicle.
409,2005,12,,DR Congo,,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,-2.9814344,23.8222636,One UN national staff held hostage in protest of demobilized soldiers not being paid.
411,2005,12,11,Sudan,South Darfur,,Between Solong and Golo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,11.329444,25.08565623,"1 UN nationals staff struck by a bullet and later died when five UN trucks attacked between Solong and Golo in South Darfur after having already delivered food, Dec 11."
504,2006,,,Sudan,Darfur,,"Road, Tawilla-Kabkabiye road from El Fasher to Kabkabiye",2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,BA,Am,R,13.5,23.5,"2 UN national staff drivers in hired commercial vehicles with food commodities were ambushed by armed men on the Tawilla-Kabkabiye road from El Fasher to Kabkabiye, were beaten, then allowed to proceed. Ambushed and beaten again after 2 kilometers"
592,2006,,,DR Congo,,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,RSA,U,U,-2.9814344,23.8222636,1 national staff of an NGO (a partner organization of an INGO) raped
418,2006,1,,DR Congo,Rutshuru,,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,-0.8411802,29.3884586,"3 INGO national staff kidnapped: vehicles hijacked with their drivers for 7 days (1 for 7 days, 2 for 3 days) in Rutshuru. By FARDC to transport troops & materials."
416,2006,1,,DR Congo,North Kivu,,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,Am,U,1.658501,29.220455,1 UN national staff driver killed during robbery by military in Goma.
