Incident ID,Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Latitude,Longitude,Details
1713,2013,7,22,Ethiopia,Somali ,,"Ogaden, Degehabur",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,P,8.218894,43.557972,One UN-contracted warehouse worker was shot and killed by armed men suspected to be part of an insurgent group.
1664,2013,9,19,DR Congo,North Kivu ,,Goma,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,P,-1.659905,29.221005,"An INGO national staff member was shot and injured just as he reached his house, on his way home from work. He was subsequently hospitalized."
1595,2013,10,23,Sudan,South Darfur,,Nyala,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,S,Am,R,12.008688,24.840129,The head of a Sudanese NGO was killed when armed carjackers ambushed and hijacked the NGO vehicle. Another NGO staff member and a police officer were also injured. The attack happened about 15 kilometers southwest of Nyala.
1755,2013,10,27,Sudan,East Darfur,,Between Seleah and Khor Shorum,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,11.713542,25.617136,Two UN-contracted employees (driver and assistant) were abducted by an unknown armed group (suspected to be rebel elements) and the contents of the truck were stolen. The truck was traveing in a convoy escorted by the Popular Defence Forces. The driver and the assistant were eventually released on 20 November 2013.
1689,2013,10,29,Ethiopia,Somali ,,Boqolmayo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,U,4.482944,41.664859,One INGO staff member was abducted and very severely beaten by three armed militia men. The attack may be related to tribal politics.
1596,2013,10,30,Sudan,South Darfur,,"Abu Hamra, along Nyala-El Fasher Road",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,12.699185,24.99564,A UN contractor was carjacked and abducted by unknown criminals while driving along the Nyala-El Fasher road.
1791,2013,10,30,Sudan,East Darfur,,Between Tor Taan and Shorum,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,11.815088,25.414386,One UN-contracted driver was abducted by a rebel group on board a Land Cruiser.
1788,2013,11,8,Sudan,East Darfur,,Between Shearia and Ban Jadid,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,K,Am,R,12.414805,25.468676,"Three UN-contracted individuals (driver and 2 assistants) were kidnapped by unknown armed men aboard two Land Cruiser vehicles. The driver, the two assistants, and the truck were released six days later."
1744,2013,11,15,Sudan,North Darfur,,"Zamzam checkpoint, south of El Fasher",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,R,13.475759,25.299246,One UN-contracted driver was shot in the right shoulder by soldiers of the Sudan Armed Forces at a checkpoint. He was hospitalized immediately.
1691,2013,11,24,Sudan,West Darfur,,Garsila,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,U,U,12.365346,23.142106,One INGO staffer was shot during a carjacking.
1807,2013,12,,DR Congo,North Kivu ,,"Mweso,  Nyanzale road",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,BA,Am,R,-0.938692,29.073764,Two INGO staff members were critically injured when they were physically assaulted with machetes during an attempted robbery.
1678,2013,12,17,Sudan,Central Darfur,,Nertiti,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,BA,R,OC,13.114815,23.864988,Two INGO staff members were severely beaten by six masked men attempting to rob their guest house.
1711,2013,12,23,Sudan,Kassala State,,Kassala town,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,BA,IA,H,15.450513,36.399923,One UN staff member was stabbed and killed by an armed intruder during what seems to be an attempted robbery.
1789,2013,12,31,Sudan,East Darfur,,Between Shearia and Khazan Jaded,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,12.566277,25.479459,"Two UN-contracted individuals (driver and assistant) were abducted by an unknown armed group. The driver, his assistant, and the truck were released 20 days later."
1950,2014,1,22,Sudan,South Darfur,,Between Nyala and Gereida,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,11.919424,24.933643,"A UN contracted truck driver and his assistant were kidnapped off the road between Nyala and Gereida while driving a truck filled with provisions. The truck was also taken. At the time of this writing, the two national contracted staff members are still missing."
1953,2014,2,1,Sudan,East Darfur,,"Ed Daein (origin point), road between Shorum and Tor-Taan",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,11.703257,25.649257,A UN contracted truck driver and his truck was hijacked off of a convoy by an unknown armed group while en-route from Ed Daien to Nyala. The whereabouts of the driver are unknown.
1663,2014,2,16,Sudan,South Kordofan,,Near Abu Jubaiha,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,LM,C,U,11.441734,31.277537,"A Sudanese Red Crescent Society volunteer died in a landmine explosion, when he was on his way to respond to an emergency."
1661,2014,3,20,Sudan,North Darfur,,Al-Fashir,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,C,R,13.626786,25.349635,One ICRC warehouse storekeeper was killed by a stray bullet while on his way home from work in a private car.
1670,2014,3,22,Sudan,South Darfur,,Khor Abeche IDP camp ,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,0,1,K,R,PS,11.635326,24.907201,Two local contractors of a INGO were abducted by the militia after an attack on Khor Abeche IDP camp.
1815,2014,5,1,DR Congo,North Kivu ,,Nyabiondo,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,U,U,U,-1.402805,28.900472,An NGO staff member was physically assaulted by the Armed Forces of the DRC (FARDC) for suspected collaboration with the Alliance of Patriots for a Free and Sovereign Congo (APCLS).
1767,2014,6,6,Sudan,West Darfur,,Wadi Kobare,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,U,12.911129,22.806256,"One INGO national staff member was shot and wounded by an armed man, who proceeded to steal his motorbike."
1931,2014,6,9,Ethiopia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,U,U,9.145,40.489673,IED attack. The attack wounded one male national staff worker. No further information is available.
1771,2014,6,16,Sudan,South Kordofan,,Farandalla,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,AB,C,PS,10.640364,30.126361,One INGO worker was injured when Sudan's air force bombed and partially destroyed the INGO hospital.
1772,2014,6,18,Sudan,North Darfur,,Kutum,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,14.201859,24.663781,"Two INGO national staff members and one local UN consultant were abducted while traveling to Kutum. A third INGO staffer, the driver, was also abducted but later released. The vehicle was later abandoned. UPDATE: The two INGO staff and the UN consultant were released on 19 July 2014."
1775,2014,6,18,Sudan,North Darfur,,"Um Lyon , Kutum",0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,K,Am,R,14.078168,24.644835,"Four INGO local personnel and one local contractor were abducted by unknown gunmen. Fourteen staff members were initially abducted, but nine were released after negotiations. UPDATE: Two more INGO staff were released on 2 July 2014."
1797,2014,7,6,Sudan,South Darfur,,Nyala,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,K,Am,R,12.05,24.883333,One UN international staff member was abducted by gunmen on a Land Cruiser. UPDATE: he was released on 25 July 2014.
1924,2014,8,7,Ethiopia,Gambella,,"Camp, Kule refugee camp, 31 miles from Pagak",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,PS,8.466667,34.033333,"An INGO driver and two passengers in a water supply truck were attacked en-route within their project site when they stopped. A group of people on the road attacked them after an altercation, which resulted in the physical assault of the passenger. The driver and secondary passenger managed to run away with minor injuries (not counted here)."
1923,2014,8,9,Ethiopia,Gambella,,"Camp, Kule refugee camp, 31 miles from Pagak",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,PS,8.466667,34.033333,An INGO driver was assaulted by 5 youths after getting out of his truck to apologise for splashing someone when driving past.
1811,2014,8,12,DR Congo,Orientale ,Bas-Uele ,Mayangu (village),0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,U,U,U,3.960093,24.908219,A national contractor of an INGO was killed by individuals who are suspected to be part of the LRA. His three children (not counted here) were also abducted.
1819,2014,8,31,DR Congo,North Kivu ,,"Rutshuru, Mabenga (village)",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,K,U,U,-1.012818,29.356943,Two national INGO doctors were abducted by individuals suspected to be part of the Democratic Forces for the Liberation of Rwanda (FDLR). They were released the following day after family members reportedly paid a ransom.
1820,2014,8,31,Sudan,North Darfur,,"Kutum, Gharbiya area",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,R,PS,14.204927,24.647866,Two guards on duty at an INGO health center were abducted by two armed men who broke in and also stole some property. The two guards were released the next day.
1822,2014,9,6,DR Congo,North Kivu,,Goma,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,R,H,-1.658501,29.220455,One national UN staff member was injured by armed robbers when returning home with his wife. The UN staff member is in stable condition at the hospital. It is suspected that the robbers were members of the Armed Forces of the Democratic Republic of Congo (FARDC).
1921,2014,10,25,Uganda,Central Uganda,Butambala,Kyabagaza (village),0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,0.17425,32.106467,A staff member was shot and killed during a armed robbery. The staffer and a the driver were on their way from Mbarara town in South Western Uganda to Kampala. They were intercepted by the robbers in Kyabagaza Village in Butambala District where a verbal altercation occurred between the individuals and resulted in the staff member being shot. The vehicle and the driver were taken to a romote location and stripped of his belongings.
1857,2014,11,12,Sudan,West Darfur,,Between Habila and Gobei,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,12.628174,22.504846,"Two UN-contracted drivers (including seven loaders, not counted here) were kidnapped while transporting food and relief items; the two trucks were also taken. UPDATE: The seven loaders were released the next day, the two drivers were released on 18 November 2014, and the trucks have been recoverd."
1860,2014,11,24,DR Congo,North Kivu,,"Rutshuru, between Bunagan and Kiwnaja",0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,S,Am,,-1.183699,29.450173,One INGO employee was killed an another injured in a carjacking attempt.
1927,2014,12,7,DR Congo,North Kivu,,Goma,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,H,1.658501,29.220455,"A national staff member's home was raided by 4 men, who shot him in the leg and kidnapped his daughter (not counted in AWSD). She was later released after being sexually assaulted."
1934,2014,12,11,Ethiopia,,,Addis Ababa,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,BA,IA,P,8.980603,38.757761,Three assailants armed with stones attacked an international staff member and robbed him. The staff member was hospitalzed as a result of his injuries.
1867,2014,12,20,DR Congo,North Kivu ,,Rutshuru ,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,-1.183623,29.448832,National staff of INGO kidnapped and released four days later.
1869,2015,1,14,Sudan,South Darfur,,Nyala,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,IA,R,12.05,24.883333,"While using his private vehicle, an INGO national staff member was abducted while dropping off a colleague at home. He was released on 5th February."
1870,2015,1,20,Sudan,South Kordofan,,Frandala,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,AB,C,PS,11.199019,29.417932,One staff person was injured when bombs dropped by the Sudanese Air Force landed on a hospital operated by an INGO. The hospital is located in the Nuba Mountains village of Frandala.
1886,2015,2,8,Sudan,Blue Nile ,,Kurmuk,0,0,4,0,0,0,3,1,0,4,0,0,0,0,3,1,0,4,0,0,4,S,Am,R,10.55,34.283333,Three volunteers from the Sudanese Red Crescent were killed and one seriously injured while returning from the town of Kurmuk after supporting a humanitarian relief mission in the field. The staff were hit by RPG and machine gun fire.
1891,2015,2,8,DR Congo,North Kivu,,Goma,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,Am,R,-1.658501,29.220455,"An INGO worker was driving in his private vehicle when armed individuals, who were attempting to stop the car, opened fire. The INGO worker was taken to hospital."
2143,2015,2,11,Ethiopia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,U,U,9.145,40.489673,"One INGO male national staff member was assaulted. The circumstances around this incident are unknown. However, the man suffered a concussion and an injury to his ear."
2118,2015,3,2,DR Congo,North Kivu,,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,U,U,-0.791773,29.045993,Three INGO staff members were kidnapped on March 2nd by unknown assailants in North Kivu province. They were allegedly released a few days later according to a UN official who made a comment about the release via the agency's social media account.
2141,2015,3,9,DR Congo,,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,U,U,-4.038333,21.758664,Two male INGO aid workers were kidnapped and held for over 24 hours.
1980,2015,4,23,DR Congo,North Kivu,Goma-Rutshuru road,Goma-Rutshuru road,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,K,Am,R,-1.305887,29.380188,Three UN contracted demining personnel were abducted on Goma-Rutshuru road in North Kivu province by armed gunmen.
1982,2015,6,18,DR Congo,North Kivu,,"Rutshuru, Ishasha-Nyamilima",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,-1.184208,29.445591,"Three INGO staff members, two male, and one female were reported abducted after their vehicle was ambushed on Ishasha-Nyamilima road in Rutshuru, Northern Kivu. The female was immediately released but the two male staff members remained captive until their release on June 22nd."
1988,2015,6,29,DR Congo,South Kivu,,Uvira,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,R,H,-4.310105,15.275558,An national INGO staff member was shot during a home invasion by a group of armed gunmen. The assailants stole money and fled when police approached the scene.
2131,2015,8,4,Sudan,,,Um Dukum,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,BA,IA,U,11.124529,22.959498,A female INGO worker required medical attention after being assaulted by a man who was also carrying a gun.
2111,2015,8,8,Uganda,Namugongo,Wakiso,Mbalwa zone,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,BA,IA,P,0.365182,32.653176,"A male national INGO staff member was trailed by robbers as he drove home. He was attacked as he waited to drive through the gate to his home. Beaten into coma, he was robbed of the vehicle he was driving as well as other valuables. During the attack he sustained a fractured skull, a deep cut over his eye and internal bleeding. He survived the attack."
2132,2015,9,1,Sudan,,,Nyala,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,BA,IA,U,12.051801,24.880485,"One national INGO aid worker was stabbed to death in Nyala by a family member, also an INGO staff member, in a personal dispute."
2008,2015,9,17,Sudan,North Darfur,,Anka,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,S,R,P,14.6833333,24.85,"Reportedly, one INGO national staff member was injured when SAF military suported by SAF aircraft and militias opened fire on the Zaghawa community in Anka."
2135,2015,9,28,Ethiopia,Addis Ababa,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,BA,IA,R,8.980603,38.757761,"An international staff member was attacked and hit with a stone on the head by two young men. He was rendered unconscious for a brief moment at which time the assailants stole his valuables. After returning to his guest house in the same area, the owner took him to the hospital where the wound on his head was stitched up. He remained in the hospital."
2121,2015,10,6,Sudan,West Darfur,,Geneina,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,S,IA,H,13.447898,22.464908,A female national staff member for a INGO was shot in the leg and robbed while at home.
2019,2015,10,13,Burundi,,,Bujumbura,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,U,P,-3.361378,29.359878,One national staff member was killed along with eight other civilians (not counted here) after being shot at close range in Bujumbura.
2020,2015,11,1,DR Congo,Rutshura,,Katwiguru,0,0,14,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,14,0,0,K,U,PS,-1.18557,29.446951,Fourteen NGO national staff members (including 2 drivers) were abducted by unknown assailants while they were returning from a fact-finding mission in Katwiguru town within Rutshuru. They were released two days later on November 3rd.
2024,2015,11,7,Burundi,Bujumbura,Kanyosha,Bujumbura,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,R,P,-3.361378,29.359878,A UN national staff member and a NGO staff member was shot and killed when armed men opened fired on them and other customer's at an establishment.
2117,2015,12,15,DR Congo,North Kivu,,,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,K,U,U,-0.791773,29.045993,"On Tuesday 15 December, 2 INGO staff members were kidnapped in North Kivu, DRC. They were released unharmed the next day."
2046,2015,12,30,Sudan,North Darfur,,Kutum ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,14.202517,24.663825,"A contracted driver for the UN, who was delivering relief supplies, was abducted in the Kutum area of North Darfur on 30th December, 2015. He was freed on January 25th, 2016."
2108,2015,12,30,Sudan,Southern Korfudan State,,Al Muglad,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,Am,R,11.037312,27.740425,A UN humanitarian agency driver was carjacked by gunpoint while driving in a UN vehicle in the evening. He was shot and killed during the incident.
2253,2016,1,12,Sudan,West Darfur,,Geneina,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,U,C,PS,13.447898,22.464908,Two male Sudanese Red Crescent volunteers were wounded while moving injured civilians to the hospital during fighting between government forces and the displaced in Geneina. They were taken to the hospital in Khartoum and have received treatment with the full expectation that they will fully recover.
2070,2016,2,,DR Congo,South Kivu,,Fizi town (near),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,P,-4.297905,28.956099,"Armed assailants fired upon an INGO vehicle, injuring the driver who had to be take to Fizi hospital."
2064,2016,2,17,DR Congo,Goma,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,S,IA,H,-1.658501,29.220455,An armed individual broke into the house of an national INGO worker and shot him. He also stole the victim's vehicle and valuables. The INGO aid worker died as a result of the attack.
2071,2016,3,2,DR Congo,North Kivu,,Kasungho,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,-4.423845,26.670074,"Three national INGO aid workers were kidnapped from an INGO convoy traveling from Kasungho on Mrach 2nd. They were released on March 8th, according to a UN official."
2273,2016,3,25,DR Congo,South Kivu,,Uvira,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,U,-3.372884,29.144879,One INGO male national employee was shot and killed by criminals in Uvira while performing payroll duties.
2086,2016,5,3,DR Congo,Rutshuru,,Katoro village ,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,K,Am,R,2.775809,20.485489,"Three INGO truck drivers were intercepted by gunpoint on Bambu-Kirima road in Katora village and kidnapped. They were freed on Friday, May 6th."
2101,2016,5,25,DR Congo,North Kivu,Lubero,Luofu,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,-0.594896,29.09727,"Four INGO staff members were ambushed by armed men in Timbo-Timbo, North Kivu while travelling in two separate vehicles. Two of the ambushed staff members managed to escape. Two remaining staff members were released on the sixth day and did not suffer maltreatment."
2098,2016,6,3,DR Congo,Kivu,,Lemera,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,U,-3.031597,28.993615,Armed gunmen ambushed two INGO vehicles and robbed the passengers at gunpoint. The driver was injured and had to be treated at a hospital.
2097,2016,6,13,Sudan,West Darfur ,Azoum ,Um Shalaiya,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,Am,R,13.152872,23.192139,"Armed men carjacked a UN-contracted truck with three drivers in the Azoum area of Um Shalaiya. One of the drivers was released after negotiations. on June 27, 2016, in El Geneina, West Darfur. Another driver managed to escape during the ambush and the perpetrators released the second shortly after the abduction."
2209,2016,8,11,DR Congo,Équateur,,Basankusu,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,S,IA,U,1.217441,19.800838,Two robbers shot and killed an INGO aid worker during a robbery and stole a significant amount of money which was reportedly part of the organization's payroll funds.
2155,2016,8,16,DR Congo,North Kivu,Masisi territory,"Misinga village, Mweso-Kalembe Road",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,K,Am,R,-1.398883,28.815942,"Two INGO vehicles were ambushed along the Mweso-Kalembe road in Misinga village, North Kivu on August 16th. The armed assailants shot and wounded an international INGO staff member. Three national INGO staff members were also abducted during the attack and then released later on in the day."
2159,2016,9,5,DR Congo,Goma,,"Misinga village, on Mweso – Kalembe road ",0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,-1.64399,29.185867,"Three INGO vehicles were intercepted by gunmen at Misinga village along Mweso &ndash; Kalembe road. Three INGO workers were abducted. They were released on Wednesday, September 7th."
2160,2016,9,5,DR Congo,Orientale,Doruma,Between Gangala and Masombo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,Am,R,4.724744,27.676277,Three INGO staff were shot at by suspected LRA rebels when traveling between Gangala and Masombo. The driver was shot in the shoulder and had to be admitted to a health center in Doruma and later medevac'd to Nyakonde.
2196,2016,9,22,DR Congo,,,Kinyandonyi-Rugarama ,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,K,Am,R,-1.101655,29.212646,Three INGO national staff members were abducted on the Kinyandonyi-Rugarama road in North Kivu when their vehicle was ambushed by unknown armed assailants.
2182,2016,11,5,Sudan,North Darfur,,"El Fasher, Tombasi",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,K,R,H,13.716667,23.283333,"An INGO security guard was abducted, along with two other people (not counted here), from their residence in the Tombasi area of El Fasher. There is no further information about the perpetrators or their motives."
2189,2016,11,27,Sudan,West Darfur,,"El-Geneina, Al Tadamon",3,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,3,3,3,0,0,K,Am,R,13.447898,22.464908,"A vehicle with three UN staff members, two international and one national staff, was stopped by unidentified gunmen in El-Geneina around Al Tadamon. The perpetrators forced the staff into their vehicle and abducted them. All the staff members were released after 23 days in captivity."
2222,2016,12,28,DR Congo,Uvira,,"Uvira, Songo",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,S,IA,P,-3.372884,29.144879,One INGO staff member was shot in front of his home by an unidentified assailant in the Songo quarter of Uvira town.
2450,2017,2,19,Sudan,South Kordofan,,Diffra,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,2,2,0,0,S,Am,R,12.862807,30.217636,"A contracted truck for a UN agency was driving between Diffra and Gola when an armed man attempted to block the road. The driver was able to speed up and avoid the ambush but the perpetrator shot off two rounds, hitting the passenger and killing him and wounding the driver in the thigh. The driver was taken to a UN medical center for treatment. The contracted team was on-duty at the time of the attack."
2275,2017,4,13,DR Congo,Grand Nord,,Beni,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,K,U,U,0.499012,29.452754,"A national staff member from an INGO that was abducted on April 13th in the Grand Nord Beni Region, south of Lubero Territory, managed to escape. Having intended to target a person from a specific INGO, the perpetrators had accidentally abducted the wrong person."
2452,2017,4,19,Uganda,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,BA,IA,P,1.373333,32.290275,"One INGO staff member was walking along the road when someone on the back of a motorbike grabbed her backpack and roughly pulled her along in an attempt to steal it. The victim sustained some injuries, predominantly to her leg and nose."
2288,2017,5,5,DR Congo,South Kivu,,Mwenga-Tubimbi road,0,3,4,0,0,0,0,1,5,6,0,0,1,1,0,1,6,7,1,0,6,K,Am,R,-3.037069,28.315887,Over 30 INGO and NGO staff members were abducted when militiamen ambushed and fired at a convoy of four INGO and NGO vehicles on the Mwenga-Tubimbi road. Most of the abductees were rescued during a rescue operation but six staff members (including one international) were still being held by the militia. One of the drivers was seriously wounded in the attack and taken to the hospital.
2298,2017,6,7,DR Congo,,Lubero,,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,0.500805,29.43512,"One aid worker from the ICRC and one from the national Red Cross were kidnapped on June 7th, between Kirumba and Beni in North Kivu province. The organization did not mention who was responsible for the kidnapping, however, a number of militias are active in that region. Both aid workers were released on June 15th."
2322,2017,10,7,Sudan,North Darfur,,El Fasher,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,K,R,H,13.61975,25.354871,"One female international aid worker was abducted from her home in El-Fasher in North Darfur by armed gunmen. Some reports say that a ransom was demanded for her release, although those reports currently cannot be corroborated. Neither can reports that allege that she was abducted by pro-government factions in protest to not having received their salaries. Some reports also state that she was working for a Swiss INGO which provides aid to children. United Nations Resident and Humanitarian Coordinator in Sudan, Ms. Marta Ruedas, made a statement in regards to this incident calling for the release of the aid worker.  Update: She was released on November, 15th, 2018. Reportedly, no ransom was paid by the host government or home government. Two members of the kidnapping team were arrested. It is possible that she ran her own charity although this has not been verified at this time."
2312,2017,12,30,Sudan,,,"Khartoum, Al Riyadh",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,BA,IA,P,15.579155,32.564528,"One female UN international staff member was walking to work in the Al Riyadh area of Khartoum when she was attacked by two men on a motorcycle. The men dragged her behind the motorcycle for a distance and then physically assaulted her, biting off her thumb in the attack. The aid worker had to be medically evacuated to Nairobi to receive treatment for extensive injuries. Robbery is the suspected motive for the attack."
2369,2018,2,17,DR Congo,North Kivu,Nyanzalé-Bwalanda-Kibirizi ,Mushikir,0,3,0,0,0,0,2,0,1,3,0,0,0,0,2,0,1,3,3,0,0,U,U,U,-1.18557,29.446951,"Two aid workers were killed and one abducted on Monday, February 17th. The attack occurred in the village of Mushikiri located on the Nyanzal�-Bwalanda-Kibirizi axis, in the territory of Rutshuru, North Kivu province. Unidentified armed men carried out the attack and the subsequent abduction of the national INGO staff members."
2381,2018,2,27,DR Congo,Goma,,Mweso-Kalembe road axis,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,K,Am,R,-1.665868,29.211771,Gunmen intercepted and abducted an INGO contracted driver and his assistant along the Mweso-Kalembe road axis. The vehicle was clearly marked. No additional information about their whereabouts is available at this time.
2382,2018,3,17,DR Congo,Goma,,Virunga Park,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,U,Am,R,-0.050221,29.514285,"According to a report, on March 17th a 20-vehicle NGO convoy was attacked by armed assailants in Virunga Park. During the attack, the convoy lead was injured and needed to be taken to the hospital. Twenty-one people from the convoy were abducted by the armed group and were still being held in captivity on March 20th, 2018. Until a few details can be confirmed, the twenty-one people that have reportedly been abducted are not yet counted here."
