"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"11200955234976","11200955234976_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120094039190","1120094039190_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120094039190","1120094039190_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120094039190","1120094039190_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200955217992","11200955217992_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955217992","11200955217992_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"11200955217992","11200955217992_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098715288","1120098715288_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120098715288","1120098715288_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"1120091051203","1120091051203_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120098731073","1120098731073_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"1120098731070","1120098731070_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200955218020","11200955218020_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098712352","1120098712352_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"1120098712352","1120098712352_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"112009iati23399","112009iati23399_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"112009iati23399","112009iati23399_209610","4","209610","Province du Maniema","-3.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|10","Earth|Africa|DR Congo|Province du Maniema","1","1"
"112009iati23399","112009iati23399_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"112009iati23399","112009iati23399_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200955230820","11200955230820_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200955230820","11200955230820_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200912512219","11200912512219_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"11200912512219","11200912512219_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200912512219","11200912512219_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"11200912512219","11200912512219_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200912512219","11200912512219_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"11200912512219","11200912512219_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"112009iati23318","112009iati23318_216661","4","216661","Province de l’Équateur","1.0","20.5","ADM1","first-order administrative division","6295630|6255146|CD|02","Earth|Africa|DR Congo|Province de l’Équateur","1","1"
"112009iati23318","112009iati23318_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"112009iati23318","112009iati23318_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"112009iati23318","112009iati23318_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"112009iati23318","112009iati23318_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"112009iati23318","112009iati23318_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200955233785","11200955233785_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955233785","11200955233785_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"11200955233785","11200955233785_216661","4","216661","Province de l’Équateur","1.0","20.5","ADM1","first-order administrative division","6295630|6255146|CD|02","Earth|Africa|DR Congo|Province de l’Équateur","1","1"
"11200955233785","11200955233785_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"11200955233785","11200955233785_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200955233785","11200955233785_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"11200955233782","11200955233782_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955233782","11200955233782_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"11200955233782","11200955233782_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200955233782","11200955233782_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"11200912512195","11200912512195_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"11200955233765","11200955233765_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955233765","11200955233765_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"11200955233765","11200955233765_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"11200955233765","11200955233765_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"11200955233765","11200955233765_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"1120098719513","1120098719513_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"1120097624844","1120097624844_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098711649","1120098711649_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"112009iati23316","112009iati23316_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"112009iati23316","112009iati23316_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"1120091253776","1120091253776_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"112009879517","112009879517_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"112009879517","112009879517_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"112009879517","112009879517_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"112009879517","112009879517_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"112009879517","112009879517_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120098715094","1120098715094_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"1120098715094","1120098715094_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098715094","1120098715094_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098715094","1120098715094_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120098715094","1120098715094_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200955233665","11200955233665_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955233665","11200955233665_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"11200955233665","11200955233665_216661","4","216661","Province de l’Équateur","1.0","20.5","ADM1","first-order administrative division","6295630|6255146|CD|02","Earth|Africa|DR Congo|Province de l’Équateur","1","1"
"11200955233665","11200955233665_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"11200955233665","11200955233665_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"11200955233665","11200955233665_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"11200955233665","11200955233665_209610","4","209610","Province du Maniema","-3.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|10","Earth|Africa|DR Congo|Province du Maniema","1","1"
"11200955233665","11200955233665_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200955233665","11200955233665_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"11200955233665","11200955233665_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200955233540","11200955233540_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"11200955233541","11200955233541_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200955234969","11200955234969_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"11200955234969","11200955234969_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"11200955234969","11200955234969_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200955234969","11200955234969_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"11200955234969","11200955234969_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"1120091055472","1120091055472_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"112009iati23340","112009iati23340_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"11200912518494","11200912518494_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200912518495","11200912518495_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"11200912518495","11200912518495_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"11200912518495","11200912518495_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
"11200912517439","11200912517439_212726","3","212726","Ville de Kisangani","0.5","25.2","ADM2","second-order administrative division","6295630|6255146|CD|09|212726","Earth|Africa|DR Congo|Eastern Province|Ville de Kisangani","1","1"
"1120098711784","1120098711784_7731971","3","7731971","Cataractes District","-5.19705","14.35037","ADM2","second-order administrative division","6295630|6255146|CD|08|7731971","Earth|Africa|DR Congo|Province du Bas-Congo|Cataractes District","1","1"
"1120098711784","1120098711784_215523","3","215523","Kabinda","-6.13333","24.48333","ADM2","second-order administrative division","6295630|6255146|CD|04|215523","Earth|Africa|DR Congo|Province du Kasaï-Oriental|Kabinda","1","1"
"1120098711784","1120098711784_2313847","3","2313847","Kwilu District","-5.03333","18.81667","ADM2","second-order administrative division","6295630|6255146|CD|01|2313847","Earth|Africa|DR Congo|Bandundu Province|Kwilu District","1","1"
"1120098711784","1120098711784_204704","3","204704","Tshopo","0.23333","25.56667","ADM2","second-order administrative division","6295630|6255146|CD|09|204704","Earth|Africa|Congo|Eastern Province|Tshopo","1","1"
"1120098731047","1120098731047_205253","3","205253","Tanganika","-5.93333","29.2","ADM2","second-order administrative division","6295630|6255146|CD|05|205253","Earth|Africa|DR Congo|Katanga Province|Tanganika","1","1"
"11200955217639","11200955217639_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"11200955217639","11200955217639_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"1120098710409","1120098710409_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"11200955234996","11200955234996_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"11200955233794","11200955233794_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"1120098712056","1120098712056_212726","3","212726","Ville de Kisangani","0.5","25.2","ADM2","second-order administrative division","6295630|6255146|CD|09|212726","Earth|Africa|DR Congo|Eastern Province|Ville de Kisangani","1","1"
"1120098735843","1120098735843_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"1120098735843","1120098735843_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"1120098710708","1120098710708_215709","3","215709","Ituri","1.56667","30.25","ADM2","second-order administrative division","6295630|6255146|CD|09|215709","Earth|Africa|DR Congo|Eastern Province|Ituri","1","1"
"1120091254435","1120091254435_7670837","3","7670837","Haut Katanga","-10.46044","27.94322","ADM2","second-order administrative division","6295630|6255146|CD|05|7670837","Earth|Africa|DR Congo|Katanga Province|Haut Katanga","1","1"
"1120098711865","1120098711865_7731903","3","7731903","Sud Ubangi","3.16795","19.49877","ADM2","second-order administrative division","6295630|6255146|CD|02|7731903","Earth|Africa|DR Congo|Province de l’Équateur|Sud Ubangi","1","1"
"1120098710785","1120098710785_7731984","3","7731984","Boma","-5.8016","13.06896","ADM2","second-order administrative division","6295630|6255146|CD|08|7731984","Earth|Africa|DR Congo|Province du Bas-Congo|Boma","1","1"
"1120091052385","1120091052385_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"11200955235030","11200955235030_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"1120098710388","1120098710388_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"11200955236969","11200955236969_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"1120098715277","1120098715277_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"1120098715277","1120098715277_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"1120098710386","1120098710386_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"1120098712044","1120098712044_8260564","3","8260564","Maniema","-3.34835","26.48858","ADM2","second-order administrative division","6295630|6255146|CD|10|8260564","Earth|Africa|DR Congo|Province du Maniema|Maniema","1","1"
"1120098712045","1120098712045_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"1120098715147","1120098715147_7731975","3","7731975","Bas Fleuve District","-5.44296","12.98423","ADM2","second-order administrative division","6295630|6255146|CD|08|7731975","Earth|Africa|DR Congo|Province du Bas-Congo|Bas Fleuve District","1","1"
"1120098715147","1120098715147_7731984","3","7731984","Boma","-5.8016","13.06896","ADM2","second-order administrative division","6295630|6255146|CD|08|7731984","Earth|Africa|DR Congo|Province du Bas-Congo|Boma","1","1"
"1120098715147","1120098715147_7731971","3","7731971","Cataractes District","-5.19705","14.35037","ADM2","second-order administrative division","6295630|6255146|CD|08|7731971","Earth|Africa|DR Congo|Province du Bas-Congo|Cataractes District","1","1"
"1120098715147","1120098715147_2313860","3","2313860","Kwango District","-6.542","17.832","ADM2","second-order administrative division","6295630|6255146|CD|01|2313860","Earth|Africa|DR Congo|Bandundu Province|Kwango District","1","1"
"1120098715147","1120098715147_2313847","3","2313847","Kwilu District","-5.03333","18.81667","ADM2","second-order administrative division","6295630|6255146|CD|01|2313847","Earth|Africa|DR Congo|Bandundu Province|Kwilu District","1","1"
"1120098715147","1120098715147_7731969","3","7731969","Lukaya","-5.17212","15.56972","ADM2","second-order administrative division","6295630|6255146|CD|08|7731969","Earth|Africa|DR Congo|Province du Bas-Congo|Lukaya","1","1"
"1120094039193","1120094039193_215709","3","215709","Ituri","1.56667","30.25","ADM2","second-order administrative division","6295630|6255146|CD|09|215709","Earth|Africa|DR Congo|Eastern Province|Ituri","1","1"
"1120094039193","1120094039193_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"1120094039193","1120094039193_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"11200955234986","11200955234986_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"112009761019","112009761019_2313847","3","2313847","Kwilu District","-5.03333","18.81667","ADM2","second-order administrative division","6295630|6255146|CD|01|2313847","Earth|Africa|DR Congo|Bandundu Province|Kwilu District","1","1"
"1120098732257","1120098732257_8051180","3","8051180","Kolwezi","-10.495","25.635","ADM2","second-order administrative division","6295630|6255146|CD|05|8051180","Earth|Africa|DR Congo|Katanga Province|Kolwezi","1","1"
"1120098732257","1120098732257_9165800","3","9165800","Lubumbashi (city)","-11.72207","27.5173","ADM2","second-order administrative division","6295630|6255146|CD|05|9165800","Earth|Africa|Congo|Katanga Province|Lubumbashi (city)","1","1"
"1120098732257","1120098732257_209226","3","209226","Mbuji-Mayi City","-6.15","23.6","ADM2","second-order administrative division","6295630|6255146|CD|04|209226","Earth|Africa|Congo|Province du Kasaï-Oriental|Mbuji-Mayi City","1","1"
"1120098712338","1120098712338_8260564","3","8260564","Maniema","-3.34835","26.48858","ADM2","second-order administrative division","6295630|6255146|CD|10|8260564","Earth|Africa|DR Congo|Province du Maniema|Maniema","1","1"
"1120098712338","1120098712338_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"1120097624861","1120097624861_209226","3","209226","Mbuji-Mayi City","-6.15","23.6","ADM2","second-order administrative division","6295630|6255146|CD|04|209226","Earth|Africa|Congo|Province du Kasaï-Oriental|Mbuji-Mayi City","1","1"
"11200955235028","11200955235028_8260567","3","8260567","Kinshasa rural","-4.38396","15.59516","ADM2","second-order administrative division","6295630|6255146|CD|06|8260567","Earth|Africa|DR Congo|Kinshasa City|Kinshasa rural","1","1"
"11200955233522","11200955233522_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"11200912512173","11200912512173_2315861","3","2315861","Equateur","0.438","18.919","ADM2","second-order administrative division","6295630|6255146|CD|02|2315861","Earth|Africa|DR Congo|Province de l’Équateur|Equateur","1","1"
"11200912512173","11200912512173_2313847","3","2313847","Kwilu District","-5.03333","18.81667","ADM2","second-order administrative division","6295630|6255146|CD|01|2313847","Earth|Africa|DR Congo|Bandundu Province|Kwilu District","1","1"
"11200912512173","11200912512173_7731903","3","7731903","Sud Ubangi","3.16795","19.49877","ADM2","second-order administrative division","6295630|6255146|CD|02|7731903","Earth|Africa|DR Congo|Province de l’Équateur|Sud Ubangi","1","1"
"11200955233526","11200955233526_215709","3","215709","Ituri","1.56667","30.25","ADM2","second-order administrative division","6295630|6255146|CD|09|215709","Earth|Africa|DR Congo|Eastern Province|Ituri","1","1"
"11200955233526","11200955233526_2313191","3","2313191","Mai Ndombe","-2.591","19.335","ADM2","second-order administrative division","6295630|6255146|CD|01|2313191","Earth|Africa|DR Congo|Bandundu Province|Mai Ndombe","1","1"
"11200955233526","11200955233526_8260563","3","8260563","North Kivu","-0.65515","29.03398","ADM2","second-order administrative division","6295630|6255146|CD|11|8260563","Earth|Africa|DR Congo|Nord Kivu|North Kivu","1","1"
"11200955233526","11200955233526_8260566","3","8260566","South Kivu","-3.22552","28.59604","ADM2","second-order administrative division","6295630|6255146|CD|12|8260566","Earth|Africa|DR Congo|South Kivu|South Kivu","1","1"
"11200955233526","11200955233526_205253","3","205253","Tanganika","-5.93333","29.2","ADM2","second-order administrative division","6295630|6255146|CD|05|205253","Earth|Africa|DR Congo|Katanga Province|Tanganika","1","1"
