"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"1120098712053","1120098712053_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098712053","1120098712053_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"1120098712053","1120098712053_209610","4","209610","Province du Maniema","-3.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|10","Earth|Africa|DR Congo|Province du Maniema","1","1"
"1120098712053","1120098712053_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"11200955233794","11200955233794_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120098712051","1120098712051_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"1120098712051","1120098712051_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"1120098712051","1120098712051_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098712051","1120098712051_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098712051","1120098712051_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120098712050","1120098712050_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"1120098712050","1120098712050_2317277","4","2317277","Province du Bas-Congo","-5.33333","14.33333","ADM1","first-order administrative division","6295630|6255146|CD|08","Earth|Africa|Congo|Province du Bas-Congo","1","1"
"1120098712050","1120098712050_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098710701","1120098710701_214139","4","214139","Province du Kasaï-Occidental","-5.33333","21.58333","ADM1","first-order administrative division","6295630|6255146|CD|03","Earth|Africa|DR Congo|Province du Kasaï-Occidental","1","1"
"1120098710701","1120098710701_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098710701","1120098710701_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098710701","1120098710701_2314300","4","2314300","Kinshasa City","-4.375","15.97","ADM1","first-order administrative division","6295630|6255146|CD|06","Earth|Africa|DR Congo|Kinshasa City","1","1"
"1120098710701","1120098710701_209610","4","209610","Province du Maniema","-3.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|10","Earth|Africa|DR Congo|Province du Maniema","1","1"
"1120098710701","1120098710701_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120098712056","1120098712056_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120098718722","1120098718722_2317396","4","2317396","Bandundu Province","-4.0","18.0","ADM1","first-order administrative division","6295630|6255146|CD|01","Earth|Africa|DR Congo|Bandundu Province","1","1"
"1120098718722","1120098718722_214138","4","214138","Province du Kasaï-Oriental","-4.5","24.0","ADM1","first-order administrative division","6295630|6255146|CD|04","Earth|Africa|DR Congo|Province du Kasaï-Oriental","1","1"
"1120098718722","1120098718722_205703","4","205703","Katanga Province","-9.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|05","Earth|Africa|DR Congo|Katanga Province","1","1"
"1120098718722","1120098718722_209610","4","209610","Province du Maniema","-3.0","26.0","ADM1","first-order administrative division","6295630|6255146|CD|10","Earth|Africa|DR Congo|Province du Maniema","1","1"
"1120098718722","1120098718722_216139","4","216139","Eastern Province","2.5","27.0","ADM1","first-order administrative division","6295630|6255146|CD|09","Earth|Africa|Congo|Eastern Province","1","1"
"1120098735843","1120098735843_206938","4","206938","Nord Kivu","-0.66667","28.75","ADM1","first-order administrative division","6295630|6255146|CD|11","Earth|Africa|DR Congo|Nord Kivu","1","1"
"1120098735843","1120098735843_205413","4","205413","South Kivu","-3.16667","28.25","ADM1","first-order administrative division","6295630|6255146|CD|12","Earth|Africa|DR Congo|South Kivu","1","1"
