"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"87299462716","1","SR 1325 PEACE EXPO EVENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2011","","61394.891"
"87299462717","1","KARAMOJA: ANTI TRAFFICKING OF WOMEN AND CHILDREN, SAFE RETURN","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2011","","789362.896"
"87299462718","1","SUPPORT TO KARAMOJA PRODUCTIVE ASSET PROGRAMME 1","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462719","0","RESEARCH PROJECT HUMAN RIGHTS ISSUES AND ATTITUDES","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","","290237.162891"
"87299462720","0","UNMU PROFESSIONAL AND TRADE UNION EMPOWERMENT PROGRAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462721","0","WWF COOPERATION PROGRAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion"," "," ","",""
"87299462722","1","STRENGTHENING RIGHTHOLDERS WITHIN COPYRIGHTS AND RELATED RIGHTS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","",""
"87299462723","0","CHILDREN TAKING THE LEAD:SPORT AND PLAY FOR HEALTHY DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion"," "," ","",""
"87299462724","0","AFRICA ORGANISATIONAL DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462725","0","STRENGTHENING CHILD PROTECTION MECHANISMS IN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462726","0","MUNICIPAL INTERNATIONAL COOPERATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462727","1","NORWEGIAN HUMANIST ASSOCIATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","","283229.951569"
"87299462728","0","ATLAS-ALLIANSEN AGREEMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462729","0","LIONS AID NORWAY EYE HEALTH UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion"," "," ","",""
"87299462730","0","NORWEGIAN SOCIETY FOR RURAL DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","311","Agriculture","Completion"," "," ","",""
"87299462732","0","CONSULTANCY-FOREST SECTOR GOVERNANCE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion"," "," ","",""
"87299462734","0","CIVIL SOCIETY LED CONCILIATION, LRA-DEMOBILIZATION AND PEACE BUILDING","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","","2248186.22041"
"87299462731","0","SAVE THE CHILDREN","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299462739","1","UGA05301 MINE ACTION PROG","2005-04-25","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","2005","2005","",""
"87299462740","1","CRISIS MGMNT AND RECOVERY PRG","2007-08-07","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","2007","2007","",""
"87299462747","0","UGANDA/UNDP/UNEP PARTNERSHIP INITIATIVE FOR THE IMPLEMENTATION OF STRATEGIC APPROACH TO INTERNATIONAL CHEMICALS MANAGEMENT (SAICM)","2007-01-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2007","2007","",""
"87299462749","0","EXTENDING WETLAND PROTECTED AREAS THROUGH COMMUNITY CONSERVATION INITIATIVES (COBWEB)","2007-01-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation","2007","2012","","98184.3716538"
"87299462802","0","STRENGTHENING OVERSIGHT FUNCTIONS FOR ACCOUNTABLE SERVICE DELIVERY","2011-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2014","","196368.743308"
"87299462842","0","PROJECT INITIATION PLAN-POVERTY","2010-09-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2010","2010","",""
"87299462843","0","IMPROVING POLICIES AND REGULATIONS TO SUPPORT DEVELOPMENT OF MARKETS IN TOURISM","2011-08-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation","2011","2014","","98184.3716538"
"87299462844","0","UGA06218 MDG COUNTRY REPORT","","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion"," "," ","",""
"87299462846","1","MILLENNIUM VILLAGES PROJECT 2","","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","",""
"87299462845","0","MILLENNIUM VILLAGES PROJECT1 UGANDA-RAF/05/023","2006-08-23","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2006","2006","",""
"87299462851","0","SUPPORT FOR DEVLPT OF INCLUSIVE MKTS IN AGRIC AND TRADE SECTORS-00079650","2011-08-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation","2011","2014","",""
"87299462852","0","STRENGTHENING THE CAPACITY OF ECONOMIC DEVPT POLICY AND RESEARCH DEPT FOR EVIDENCE BASED ANALYTICAL RESEARCH-00080489","2011-10-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2014","","98184.3716538"
"87299462862","0","SOCIAL PROTECTION PILOT CASH TRANSFER (MOGLSP-)","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","",""
"87299462865","1","OPM- UGANDA INVESTMENT AUTHORITY (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","","763486.559635"
"87299462866","1","OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","",""
"87299462868","0","SUPPORT TO URA ON OIL REVENUE TAXATION","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2012","","259660.173731"
"872992577","0","ALTERNATIVE ENERGY RESOURCES ASSESSMENT","2008-02-02","start-actual","2010-06-30","end-planned","Austria","AUT","Uganda","UGA","230","Energy generation and supply","Completion","2008","2010","33592.3312478","33592.3312478"
"87299462321","1","GENDER CAPITAL FOR PEACE RECOVERY AND DEVELOPMENT PLAN (PRDP) IMPLEMENTATION IN NORTHERN UGANDA","2009-01-12","start-actual","2011-12-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Completion","2009","2011","390971.544162",""
"8729922913","0","PROMOTION OF YOUTH AND CHILDREN","2000-08-10","start-actual","","end-planned","Germany","DEU","Uganda","UGA","160","Other social infrastructure and services","Completion","2000","2006","2111203.52785","2851599.40454"
"87299211279","0","STRENGTHENING MINISTRY OF GENDER, LABOUR AND SOCIAL DEVELOPMENT","2000-01-02","start-actual","","end-planned","Denmark/DANIDA|United Kingdom|United Nations Development Programme","GBR|DNK|DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1980","2003","12635146.3952","10124442.1881"
"87299241257","0","SUPPORT TO ELECTORAL COMMISSION","1997-11-30","start-actual","2002-06-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","1997","2002","567110.278384","479595.125244"
"87299462918","0","CIVIL SOCIETY UMBRELLA PROGRAMME PHASE II","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","",""
"87299381219","0","REHABILITATION OF PARLIAMENT","1995-05-04","start-actual","","end-planned","United Kingdom|Norway","GBR|NOR","Uganda","UGA","151","Government and civil society, general","Completion","1995","2005","1668550.09253","710056.498272"
"87299241247","0","AUDITOR GENERAL'S OFFICE","1997-11-30","start-actual","2002-12-31","end-planned","Denmark/DANIDA|United Kingdom|Ireland","GBR|IRL|DNK","Uganda","UGA","151","Government and civil society, general","Completion","1994","2006","3270044.99439","3043728.58053"
"8729931817","0","MBARARA UNIVERSITY OF SCIENCE & TECHNOLOGY","1996-12-15","start-actual","","end-planned","Austria","AUT","Uganda","UGA","110","Education","Completion","1996","1999","255063.726024","236106.157894"
"87299211273","0","CROP PRODUCTION SYSTEM RESEARCH","2002-06-11","start-actual","2002-12-31","end-planned","United Kingdom","GBR","Uganda","UGA","311","Agriculture","Completion","2002","2002","2929785.06519","3171218.97811"
"87299222926","0","ASSISTANCE TO UGANDA POLICE FORCE","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","1993","1999","3347997.72713","4211289.46881"
"8729922926","0","KFW SUPPORT TO NATIONAL WATER AND SEWERAGE CORPORATION","2001-12-31","start-actual","","end-planned","Germany","DEU","Uganda","UGA","140","Water supply and sanitation","Completion","2001","2007","21417475.0611","22291463.6067"
"8729921867","1","SUPPORT TO UGANDA INDUSTRIAL RESEARCH INSTITUTE (UIRI)- NAKAWA","2001-01-02","start-actual","2004-03-31","end-planned","China","CHN","Uganda","UGA","331","Trade policy and regulations","Completion","1997","2004","5383669.43744","5837828.2786"
"87299221395","0","DEVELOPMENT OF NATIONAL COMMUNICATION & INFORMATION POLICY","1998-01-02","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1998","1999","132567.17109","6204.24710411"
"87299311034","0","SUPPLY OF MEDICAL EQUIPMENT","1996-02-13","start-actual","","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion","1996","1996","2850955.37745","2791754.79121"
"87299241205","0","VACCINE INDEPENDENT INITIATIVE & ORAL REHYDRATION SALTS PROJ","1996-04-15","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion","1996","1997","3116670.18547","3059400.8019"
"87299381392","0","COORDINATION OF POVERTY ERADICATION","1997-01-02","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1996","2004","32737544.0752","23769664.565"
"87299222936","0","GOU-UNICEF HEALTH PROGRAMME 1995-2000","","start-actual","","end-planned","United Kingdom|Sweden|United Nations Children's Fund","GBR|SWE|DAC","Uganda","UGA","120","Health","Completion","1995","2001","95627214.7191","71953498.6817"
"87299311062","0","PERI-URBAN INFRASTRUCTURE PROJECT","1995-04-14","start-actual","","end-planned","Japan","JPN","Uganda","UGA","210","Transport and storage","Completion","1995","1998","1567511.55718","1138463.69419"
"87299222942","0","REHABILITATION OF SOROTI AIRFIELD","","start-actual","","end-planned","France","FRA","Uganda","UGA","210","Transport and storage","Completion","1994","1997","15063691.1118","7516129.92201"
"87299462943","1","STRENGTHENING EVIDENCE BASED DECISION MAKING 2 (TA AND PROCUREMENT OF SERVICES)","2010-10-01","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","","152697.311731"
"87299462941","0","SUPPORT TO ANTI CORRUPTION DIVISION OF THE HIGH COURT","2007-09-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","2007","2007","",""
"87299462976","1","ACCOUNTABILITY: VOICE AND ACCOUNTABILITY-DEMOCRACY","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2012","2012","","763486.559635"
"87299462977","0","ACCOUNTABILITY: VOICE AND ACCOUNTABILITY- HEALTH COMPONENT","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2012","2012","","152697.311731"
"87299462978","0","HIV/AIDS UMBRELLA PROGRAMME PHASE I","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion"," "," ","",""
"8729921657","0","KISORO AIRFIELD PROJECT","1995-07-28","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","1995","2000","1858689.04387","1217658.25367"
"87299311069","0","REHABILITATION OF BUGEMBE WORKSHOP","1995-07-07","start-actual","","end-planned","Japan","JPN","Uganda","UGA","210","Transport and storage","Completion","1995","1997","22441984.3337","16135765.6847"
"87299251121","0","POWER SECTOR REGULATORY FRAMEWORK","1998-12-17","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","1997","2001","7775839.13437","8634645.0346"
"87299222987","0","DELIVERY OF IMPROVED SERVICES FOR HEALTH - DISH","","start-actual","","end-planned","United States of America","USA","Uganda","UGA","120","Health","Completion","1993","2002","36229164.2454","138177127.647"
"8729922676","0","MICRO PROJECTS - WAST NILE REGION PROGRAMME","1993-10-20","start-actual","2001-12-31","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1993","2001","5360665.48627","4389018.20928"
"8729922660","0","MICRO PROJECTS - RWANDA BORDER REHABILITATION","1994-07-01","start-actual","2000-12-31","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1994","2000","1600068.26501","1522555.75102"
"8729922636","0","REHABILITATION OF TECHNICAL COLLEGES (UTCs)","1994-10-07","start-actual","2000-12-31","end-planned","Organisation of Petroleum Exporting Countries","DAC","Uganda","UGA","110","Education","Completion","1994","2000","9934823.86537","9077357.50439"
"87299211400","0","MITIGATION OF ECONOMIC AND SOCIAL IMPACT OF AIDS","1995-01-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1995","1999","17938673.2835","17485880.2394"
"8729924895","0","CAPITALIZATION OF NATIONAL MEDICAL STORES","1995-06-28","start-actual","2000-06-30","end-planned","Canada|Denmark/DANIDA","CAN|DNK","Uganda","UGA","120","Health","Completion","1995","2000","8927655.25807","8274964.15219"
"87299271109","0","SUPPORT AIDS ORPHANS AND HOMELESS CHILDREN","1998-01-02","start-actual","","end-planned","Netherlands|Germany","DEU|NLD","Uganda","UGA","160","Other social infrastructure and services","Completion","1993","2002","2070663.32218","4197371.34231"
"87299462111","0","REPAT/RE-INTEGRATION REFUG.-GIZ","2011-01-31","start-actual","2012-12-31","end-planned","Germany","DEU","Uganda","UGA","151","Government and civil society, general","Completion","2011","2012","3733333.333","961413.675471"
"8729922709","0","ACTION PROGRAM FOR ENVIRONMENT","1996-11-30","start-actual","","end-planned","United States of America","USA","Uganda","UGA","510","General budget support","Completion","1996","2002","46337132.3441","4776118.78888"
"8729922640","0","SECOND HEALTH REHABILITATION PROJECT","1993-12-17","start-actual","2003-06-30","end-planned","African Development Fund","DAC","Uganda","UGA","120","Health","Completion","1993","2003","47785438.7076","36398508.4806"
"8729922784","0","NGENGE RESETTLEMENT SCHEME","1996-08-01","start-actual","2001-12-31","end-planned","Austria","AUT","Uganda","UGA","151","Government and civil society, general","Completion","1996","2001","1683658.39533","1011084.265"
"87299241255","0","RECORDS MANAGEMENT PROJECT","1997-12-15","start-actual","2003-03-11","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","1997","2003","1266382.07019","870796.730272"
"87299223012","0","DONOR SMALL PROJECTS PROGRAMME","","start-actual","","end-planned","Netherlands","NLD","Uganda","UGA","151","Government and civil society, general","Completion","1991","1997","2282075.8192","2095617.10252"
"87299381150","1","OWEN FALLS - KAMPALA TRANSMISSION LINE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","1997","2000","24691298.5129","24531314.0226"
"8729921658","0","AGROFORESTRY RESEARCH NETWORK - FORI","1996-12-31","start-actual","2002-12-31","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1995","2009","1858689.04387","1382662.79706"
"87299241210","0","UGANDA MANAGEMENT INSTITUTE (UMI)","1997-07-25","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","110","Education","Completion","1997","1999","1587495.358","1265098.5785"
"87299223017","0","TRAINING FOR DEMOGRAPHERS","","start-actual","","end-planned","United Nations Populations Fund","DAC","Uganda","UGA","110","Education","Completion","1998","2000","937391.746477","407610.406932"
"87299463018","0","HIV/AIDS: COMMUNITY MOBILIZATION AND ENGAGEMENT","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion"," "," ","",""
"87299463019","0","UGANDA RED CROSS RELIEF AND RECOVERY PROGRAMME","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation"," "," ","",""
"87299463022","0","SUPPORT TO URCS FOR LANDSLIDES APPEAL-BUDUDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299463023","0","ACTED CASH FOR WORK PROGRAMME- FEEDER ROADS OYAM","2007-10-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","210","Transport and storage","Completion","2007","2007","",""
"87299463024","0","OXFAM EMERGENCY WATER REPAIRS FOLLOWING FLOODS","2008-02-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","140","Water supply and sanitation","Completion","2008","2008","",""
"87299463020","0","UGANDA RED CROSS HUMANITARIAN AND RECOVERY PROGRAMME","2007-09-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion","2007","2007","",""
"87299463026","0","DISARMAMENT, DEMOBILIZATION, AND REINTEGRATION PROGRAMME","2008-04-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2008","2008","",""
"87299463027","1","SUPPORT TO LOCAL GOV ASSOCIATION- CAPACITY BUILDING-NORTHERN UGANDA (PRDP)","2008-12-03","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2008","2014","","152697.311731"
"87299463031","0","SUPPORT TO NU YOUTH CENTRE (EDUCATION) (PRDP)","2008-12-04","start-actual","2014-10-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2008","2014","",""
"87299463032","0","SUPPORT TO NU LOCAL NGOs TO BUILD ACCOUNTABILITY","2008-08-04","start-actual","2014-10-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2008","2014","",""
"87299463033","0","AG: CONFLICT SENSITIVITY","2008-08-04","start-actual","2014-10-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2008","2014","","196368.743308"
"87299463035","0","PEACE REBUILDING AND RECONCILIATION","2011-09-01","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2014","","305394.623461"
"87299463036","0","SUPPORT TO CSOPNU (CARE)","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299463037","0","SUPPORT TO VSLA IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299463038","1","SOCIAL PROTECTION PILOT CASH TRANSFER (MOGLSP-MAXWELL)","2009-02-16","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2009","2014","","2290459.68087"
"87299463039","0","SUPPORT TO GENDER BASED CIVIL SOCIETY ORGANISATIONS","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","",""
"87299463041","0","EAC REGIONAL INTEGRATION PROJECTS (TRADEMARK EAST AFRICA)","2010-01-01","start-actual","2015-01-01","end-planned","United Kingdom","GBR","Uganda","UGA","210","Transport and storage","Implementation","2010","2015","",""
"87299463042","0","SUPPORT TO THE NATIONAL DEVELOPMENT PLAN-CIVIL SOCIETY ENGAGEMENT","2009-01-16","start-actual","2010-06-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Completion","2009","2010","",""
"87299463043","0","AG: CLIMATE ACTION NETWORK UGANDA","2010-08-05","start-actual","2012-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","140","Water supply and sanitation","Completion","2010","2012","",""
"87299463044","1","AG: HARNESSING THE POTENTIAL OF OIL TO CONTRIBUTE TO UGANDA'S PEACEFUL DEVELOPMENT","2010-11-25","start-actual","2013-11-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2010","2013","",""
"872992339","0","EDUCATION SERVICE COMMISSION","2010-07-01","start-actual","2013-06-30","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Completion","2010","2013","1132002.24808","409276.944"
"8729931365","1","KARAMOJA PRIMARY EDUCATION PROJECT","2011-11-15","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Implementation","2011","2012","30081855.388","7991890.08913"
"87299463054","1","KARAMOJA PPET PROGRAMME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Completion"," "," ","",""
"87299463055","0","KARAMOJA PRIMARY EDUCATION PROGRAMME-CSO","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Implementation"," "," ","",""
"87299463056","0","SUPPORT TO VOCATIONAL SKILLS FOR THE OIL SECTOR","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Implementation"," "," ","",""
"87299463057","1","KARAMOJA BURSARY SCHEME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Implementation","2012","2012","","240353.418377"
"87299463058","1","ACHOLI BURSARY SCHEME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Implementation"," "," ","",""
"87299463059","1","HARNESSING THE POWER OF OIL TO CONTRIBUTE TO UGANDA'S PEACEFUL DEVELOPMENT","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","230","Energy generation and supply","Implementation"," "," ","",""
"87299463060","1","HIV/AIDS SUPPORT TO UN AGENCIES","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","120","Health","Implementation"," "," ","",""
"87299463061","1","DECENTRALISED HIV/AIDS RESPONSE","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","120","Health","Implementation"," "," ","",""
"87299463064","1","SOCIAL PROTECTION PROGRAMME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation","2012","2012","","1922827.35094"
"87299463065","1","GENDER BASED VIOLENCE-DISTRICT IEC","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","",""
"87299463066","1","GBV- FAITH BASED PARTNERSHIP","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","",""
"87299463067","0","GENDER BASED VIOLENCE-COORDINATION","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","",""
"87299463068","1","NGO LIVELIHOODS SUPPORT PROGRAMME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","",""
"87299463069","1","BUSINESS MENTORING AND REGIONAL TRADE PROMOTION","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","331","Trade policy and regulations","Implementation","2012","2012","","600883.547415"
"87299463070","1","MULTI-DONOR TRUST FUND","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","",""
"87299462192","1","TREE TALK PLUS-GREENING UGANDA","","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","140","Water supply and sanitation","Implementation"," "," ","",""
"8729925300","0","SUPPORT TO DECENTRALISATION PROGRAMME","2006-01-13","start-actual","2010-12-31","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","2006","2013","9886455.95785","10217391.6191"
"8729921584","0","REHABILITATION OF UGMA","1993-01-01","start-actual","","end-planned","Preferential Trade Area for Eastern and Southern Africa","DAC","Uganda","UGA","331","Trade policy and regulations","Completion","1993","1994","4584707.98859","4419383.81328"
"8729927912","0","STATISTICAL DEVELOPMENTS","1998-01-31","start-actual","2001-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Completion","1998","2002","1520036.96715","2032644.26917"
"8729931753","0","ANIMAL WATER SUPPLY KARAMOJA","1995-03-07","start-actual","","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1995","1998","696891.931457","653767.436434"
"87299221097","0","COMMUNITY ACTION PROGRAMME - NURP","1997-01-31","start-actual","","end-planned","Netherlands","NLD","Uganda","UGA","151","Government and civil society, general","Completion","1997","2001","10070788.7985","9037643.3581"
"87299223205","0","FEEDER ROADS","","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Completion","1996","2000","2348796.4587","1668175.25341"
"87299271309","0","FAMILY LIFE IN MASS MEDIA","1997-10-01","start-actual","","end-planned","United Nations Populations Fund","DAC","Uganda","UGA","220","Communications","Completion","1997","2000","428169.678291","333271.408152"
"8729924385","0","UGANDA HEALTH TRAINING AND PLANNING","2002-01-02","start-actual","2005-12-31","end-planned","Belgium|Ireland","IRL|BEL","Uganda","UGA","120","Health","Completion","2002","2011","13833241.6754","4497767.45209"
"8729922621","0","HEALTH MANPOWER TRAINING & DEVELOPMENT","2007-12-11","start-actual","2008-12-31","end-planned","Sweden","SWE","Uganda","UGA","120","Health","Completion","2007","2008","472377.036048","264134.478107"
"8729922682","0","MICRO PROJECTS - LUWERO TRIANGLE PROJECT","1992-08-24","start-actual","1999-12-31","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1992","1999","8735685.28561","7038530.97822"
"8729922643","1","FIRST URBAN PROJECT","1991-11-11","start-actual","2000-12-31","end-planned","Nordic Development Fund|International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1991","2004","52264666.1138","56392935.8241"
"8729927788","0","MICRO PROJECTS - EAST & NORTH EAST","1999-09-13","start-actual","","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1989","2005","31062615.754","26366575.5816"
"87299381155","0","REHAB/DEV OF SERVICE INFRASTRUCTURE & PLANNING UNIT","1996-06-19","start-actual","","end-planned","Norway","NOR","Uganda","UGA","110","Education","Completion","1996","2000","2923126.75392","3258756.7617"
"87299463224","1","CONTRIBUTION TO THE YOUTH ENTREPRENEURSHIP FACILITY, UGANDA","","start-actual","","end-planned","European Union","DAC","Uganda","UGA","110","Education","Pipeline/identification","2013","2013","3792829.28074",""
"87299463226","0","SMALL AND MEDIUM AGRIBUSINESS DEVELOPMENT FUND- A PUBLIC PRIVATE PARTNERSHIP","","start-actual","","end-planned","European Union","DAC","Uganda","UGA","311","Agriculture","Pipeline/identification","2013","2013","18964146.4048",""
