"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"8729932188","1","LOCAL GOV SECTOR INVESTMENT PLAN (BSP)","2006-11-23","start-actual","2009-06-30","end-planned","Austria","AUT","Uganda","UGA","510","General budget support","Completion","2006","2009","5490516.42315","1944233.20892"
"87299451531","0","DISTRICT COMMERCIAL SERVICES SUPPORT","2002-01-02","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","331","Trade policy and regulations","Completion","2002","2002","",""
"8729922727","0","ELECTRIFICATION OF INDUSTRIAL PARKS","2011-11-18","start-actual","2014-04-30","end-planned","China","CHN","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2014","101576713.159","48981888.9039"
"8729931393","1","PUBLIC GOV. & ACCT. PROGRAM (LOGSIP)","2006-11-23","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Implementation","2006","2010","17678547.5627","602137.542328"
"872992175","1","RECONSTRUCTION OF TORORO-SOROTI ROAD","2010-05-04","start-actual","2014-06-30","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Implementation","2010","2014","259351997.314","31440720.572"
"87299221292","0","REHABILITATION OF AQUACULTURE IN UGANDA","1998-01-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","311","Agriculture","Completion","1998","2007","10973640.6224","9800111.84976"
"87299311589","0","SUPPORT TO RURAL WATER SECTOR","1996-05-28","start-actual","","end-planned","Denmark/DANIDA|Sweden","SWE|DNK","Uganda","UGA","160","Other social infrastructure and services","Completion","1996","2002","114578923.362","4608697.1878"
"87299251263","0","SUPPORT TO KITGUM/GULU FM RADIO STATIONS","2001-06-08","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2001","2001","1196815.13615","3397.54803027"
"8729922183","0","MULTI-COUNTRY DEMOBILIZATION PROJECT","2008-08-15","start-actual","2010-06-30","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2008","2011","4507335.92034","2935319.10947"
"8729922639","0","UGANDA SEED INDUSTRY RATIONALIZATION","1993-02-23","start-actual","2000-12-31","end-planned","European Union|African Development Fund","DAC","Uganda","UGA","311","Agriculture","Completion","1983","2000","33341984.9732","33815421.7957"
"87299221618","0","W.H.O SUPPORT TO COCTU","","start-actual","","end-planned","Food and Agriculture Organization","DAC","Uganda","UGA","311","Agriculture","Completion","1994","1995","432874.46842","110418.486939"
"87299311620","0","LEGUME SEEDS","1987-12-17","start-actual","1994-06-30","end-planned","Germany","DEU","Uganda","UGA","311","Agriculture","Completion","1987","1994","7159480.25483","6455660.71036"
"8729922176","0","PILOT OUTPUT AND PERFORMANCE BASED ROADS","2005-06-23","start-actual","2009-12-31","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion","2005","2009","46719205.5445","46069827.7097"
"87299311626","0","SOUTH WEST REGION AGRICULTURAL PROJECT","","start-actual","","end-planned","International Development Association|International Fund for Agricultural Development","DAC","Uganda","UGA","311","Agriculture","Completion","1988","1996","36558830.6283","24607640.3082"
"87299311631","0","NATIONAL CENSUS OF AGRICULTURE","","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","311","Agriculture","Completion","1988","1993","6903208.19432","6306878.46361"
"87299241333","0","VILLAGE MEAT PROCESSING","2000-11-16","start-actual","","end-planned","Food and Agriculture Organization","DAC","Uganda","UGA","311","Agriculture","Completion","2000","2003","251584.453203","270412.255763"
"8729931447","0","INTRODUCTION AND PRIV M.V.INSPECTION SERVICE","2006-06-23","start-actual","2009-12-31","end-planned","China","CHN","Uganda","UGA","151","Government and civil society, general","Completion","2006","2009","5477719.10112","5742399.3301"
"872992743","0","HOIMA-KAISO-TONYA ROAD","2008-05-15","start-actual","2011-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","210","Transport and storage","Completion","2008","2011","2216007.60452","2105493.47553"
"8729922356","0","REHABILITATION AND EQUIPPING HEALTH FACILITIES","2010-06-17","start-actual","2013-12-31","end-planned","Japan","JPN","Uganda","UGA","120","Health","Implementation","2010","2013","19035584.1324",""
"8729932245","0","WATER & SANITATION DEVELOPMENT FACILITY-EAST","2010-11-23","start-actual","2013-06-30","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Implementation","2010","2013","33577564.4062","4101540.32156"
"8729931389","0","PUBLIC SECTOR MANAGEMENT","2006-01-16","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Implementation","2006","2006","33814790.4443",""
"8729924885","0","ESSENTIAL DRUGS SUPPLY PROGRAMME - PHASE IV","1996-04-08","start-actual","2003-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","120","Health","Completion","1996","2005","63998350.3484","31958903.469"
"87299251695","0","REHABILITATION OF FISHERIES STATISTICS","1988-06-30","start-actual","","end-planned","United States of America|United Nations Development Programme","USA|DAC","Uganda","UGA","311","Agriculture","Completion","1987","1999","30352081.6553","3636101.80393"
"8729927948","0","REHABILITATION OF AHRC","1997-01-01","start-actual","2001-12-31","end-planned","Germany","DEU","Uganda","UGA","311","Agriculture","Completion","1986","2002","12179384.131","13132629.4466"
"87299271302","0","POPULATION AND FAMILY WELFARE EDUCATION","1997-10-01","start-actual","","end-planned","United Nations Populations Fund","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1989","2002","1750650.24698","1461360.38306"
"87299271229","0","SAFE MOTHERHOOD INITIATIVES","1997-11-30","start-actual","1998-04-30","end-planned","United Kingdom|United Nations Populations Fund","GBR|DAC","Uganda","UGA","120","Health","Completion","1990","1998","2569539.05076","2374561.0024"
"87299241306","0","COORDINATION, COMMUNICATION AND ADVOCACY - MFPED","2000-06-14","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1995","2002","153862352.39","4160011.70879"
"8729922741","0","LEATHER AND LEATHER PRODUCTS INDUSTRY","1997-03-24","start-actual","2001-12-31","end-planned","Austria","AUT","Uganda","UGA","331","Trade policy and regulations","Completion","1996","2001","1999401.45106","2064478.24113"
"8729922716","0","PRIVATE ENTERPRISE SUPPORT TRAINING AND ORGANISATIONAL DEVELOPMENT (PRESTO)","1995-09-04","start-actual","","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Completion","1995","2002","43865381.2715","39057956.8659"
"87299381404","0","STRENGTHENING DISASTER MANAGEMENT AND PREPARATION PROJECT","1997-09-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1997","1999","415601.096736","339067.031414"
"87299211385","0","CCF SUPPORT PROJECT","1997-09-29","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1997","2007","36968218.0636","20803430.2583"
"87299451738","0","AGRICULTURAL DEVELOPMENT PROJECT","1986-05-08","start-actual","1993-09-30","end-planned","International Development Association|International Fund for Agricultural Development","DAC","Uganda","UGA","311","Agriculture","Completion","1986","1994","60530417.4478","36296794.5434"
"87299221418","0","NATIONAL LONG TERM VISION -2025","1997-02-05","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1997","1999","2314022.72987","2297872.32064"
"87299221757","1","ENTEBBE INTERNATIONAL AIRPORT","","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion","1994","2000","38794955.7025","39665383.6017"
"8729922650","0","AGRICULTURE RESEARCH AND TRAINING PROJECT (NARO)","1993-08-31","start-actual","2002-08-30","end-planned","International Development Association|United States of America","USA|DAC","Uganda","UGA","311","Agriculture","Completion","1989","2002","52017654.1219","34628363.9397"
"87299271106","0","WATER HYACINTH RESEARCH","1998-01-02","start-actual","","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion","1998","2001","351641.472563","260780.255016"
"87299451763","0","PLANT PROTECTION & QUARANTINE SERV.","1989-02-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","311","Agriculture","Completion","1989","1993","2152911.8119","1959660.97874"
"87299311764","0","KUMI HEALTH PROJECT","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion","1993","2001","7133668.2536","6635881.51447"
"87299351288","0","UGANDA COMMON HEALTH STUDIES PROJECT","1996-01-01","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion","1996","2002","736444.956615","846502.345659"
"87299221406","0","DISTRICT DEVELOPMENT PROJECT (PPF)","1998-01-02","start-actual","","end-planned","United Nations Development Programme|International Fund for Agricultural Development","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1998","2009","6407838.22355","5206279.10636"
"8729922642","0","LIVESTOCK SERVICES PROJECT","1990-11-14","start-actual","1999-06-30","end-planned","International Development Association","DAC","Uganda","UGA","311","Agriculture","Completion","1990","1999","31176560.1635","25878255.7794"
"8729922648","1","ENTERPRISES DEVELOPMENT PROJECT","1992-09-17","start-actual","2000-06-30","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1992","2001","66953293.305","59073311.8571"
"8729921807","0","INTEGRATED COMMUNITY DEVELOPMENT","1996-01-19","start-actual","","end-planned","International Fund for Agricultural Development","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1995","1999","7095777.43409","3440472.99268"
"87299221122","0","MT ELGON CONSERVATION AND DEVELOPMENT PROJECT","1996-01-17","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion","1996","2006","20116109.4416","19509359.6589"
"87299311776","0","COMBINED FORESTRY TRAINING PROJECT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","1994","1998","58383941.9369","2162255.72974"
"87299311779","0","PERI-URBAN PLANTATIONS PROJECT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","1996","2001","12542884.774","1610874.85314"
"87299381416","0","INSTITUTIONAL SUPPORT TO NEMA","1996-02-15","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1996","1999","1613360.05614","1585178.43453"
"8729922910","0","WORKSHOP FOR CARRIAGE AND WAGON REPAIRS","1999-09-29","start-actual","","end-planned","Germany","DEU","Uganda","UGA","210","Transport and storage","Completion","1999","2007","5471278.42682","5536674.35737"
"87299271396","0","HIV/AIDS AND RIGHT TO SELF PROTECTION","2000-01-01","start-actual","","end-planned","United Nations Children's Fund|United Nations Development Programme","DAC","Uganda","UGA","120","Health","Completion","2000","2004","129296281.371","16372806.5578"
"87299241414","0","UN VOLUNTEER UMBRELLA PROJECT","1996-03-20","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1996","1999","1008223.58349","1064202.89596"
"87299241194","0","POWER III-MIN OF NATURAL RESOURCE","2000-06-05","start-actual","","end-planned","Sweden|International Development Association","SWE|DAC","Uganda","UGA","230","Energy generation and supply","Completion","1992","2001","204429131.229","13685576.4204"
"87299221397","0","UGANDA PHOTOVOLTAIC PILOT PROJECT","1997-11-24","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","230","Energy generation and supply","Completion","1997","2005","1340648.69915","988794.538846"
"8729931898","0","PASTURE FARMING IN ANKOLE RANCH","2000-08-11","start-actual","","end-planned","Germany","DEU","Uganda","UGA","311","Agriculture","Completion","2000","2002","1266721.88111","191749.757523"
"87299311801","0","BASIC EDUCATION -CHILD AND ADULT DEVELOPMENT","","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","110","Education","Completion","1995","2000","24816844.3893","13706689.1464"
"87299311803","0","COORDINATION, COMM.AND ADVOCACY -DEC.SEC","","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1995","1996","24816844.3893","1239096.30705"
"8729922635","0","COTTON SUB-SECTOR-AGSEC","1994-11-18","start-actual","2001-12-31","end-planned","International Development Association|International Fund for Agricultural Development","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1994","2002","38940300.816","15793998.5265"
"87299221165","0","FINANCIAL MARKETS ASSISTANCE PROGRAMME","2006-10-02","start-actual","2006-12-31","end-planned","Sweden","SWE","Uganda","UGA","151","Government and civil society, general","Completion","2005","2009","3958104.87249","5093522.69415"
"87299221391","0","PUBLIC PROCUREMENT IMPROVEMENT PROJECT","1998-04-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1994","2005","1029519.30592","1191740.28136"
"87299351162","0","SUSTAINABLE ENERGY FOR HOUSEHOLDS/INDUSTRY","1998-04-16","start-actual","","end-planned","Netherlands","NLD","Uganda","UGA","230","Energy generation and supply","Completion","1998","2002","563803.586517","447708.444827"
"87299241223","0","POLICY FOR DELIVERY OF VETERINARY SERVICES","1998-01-01","start-actual","2001-12-31","end-planned","United Kingdom","GBR","Uganda","UGA","311","Agriculture","Completion","1998","2001","536912.355747","49909.5557274"
"8729922654","0","COTTON SUBSECTOR DEVELOPMENT -MAAIF","1994-11-18","start-actual","2002-12-31","end-planned","International Development Association","DAC","Uganda","UGA","311","Agriculture","Completion","1994","2002","20509545.5519","18456553.8892"
"8729922880","0","AGRICULTURAL SECTOR PROGRAMME SUPPORT-REGULATORY","1998-09-22","start-actual","2000-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2003","63051603.28","1190830.30008"
"8729921328","0","INSTITUTIONAL SUPPORT TO GOOD GOVERNANCE AND ACCOUNTABILITY","1999-01-12","start-actual","2001-12-31","end-planned","United Nations Development Programme|African Development Fund","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1996","2010","19959569.5049","19893208.5395"
"87299451836","0","AGRIC SECTOR PROG.SUPPOORT -DSATICS","1998-09-22","start-actual","2000-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2004","63051603.28","2688394.78244"
"8729931539","1","REHABILITATION OF NAKIVUBO CHANNEL","1999-11-30","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","1999","2005","28910056.7256","24362258.7639"
"8729931581","0","SUPPORT TO NATIONAL AGRICULTURE RESEARCH ORGANISATION (NARO)","1999-12-02","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","311","Agriculture","Completion","1999","2009","59907231.5206","43627713.7218"
"87299381248","0","POVERTY MONITORING AND POLICY ANALYSIS","1999-01-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","1999","2004","8095083.29901","2356982.02731"
"8729924579","1","UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion","2001","2007","60134551.4942","52621944.1945"
"87299211246","0","LOCAL GOVERNMENT FINANCE COMMISSION","2000-01-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Completion","2000","2001","370221.804825","328742.240653"
"8729931611","0","REGRAVEL DISTRICT ROADS (STABEX)","2003-06-11","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","2003","2007","41620248.6663","17485461.0006"
"87299251199","0","SWEDISH SUPPORT TO HEALTH SECTOR","2003-01-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","120","Health","Implementation","2003","2007","6006346.50426","3427587.01921"
"87299251259","0","DFID CLIENT ORIENTED RESEARCH N.EU","1999-09-24","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","311","Agriculture","Completion","1999","2002","10259495.238","9127570.57478"
"8729922600","0","MANAGEMENT OF COFFEE WILT DISEASE","2002-06-11","start-actual","2004-06-30","end-planned","European Union","DAC","Uganda","UGA","311","Agriculture","Completion","2002","2004","4282445.91895","4841003.01933"
"87299221108","0","ASSISTANCE TO PROSECUTION SERVICE","1998-01-02","start-actual","","end-planned","United Kingdom|Netherlands","GBR|NLD","Uganda","UGA","151","Government and civil society, general","Completion","1993","2003","3764623.65571","3269214.82638"
"8729922702","0","CONSERVATION OF BIODIVERSITY - ALBERTINE RIFT VALLEY","2001-01-02","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","2001","2004","374833.33036","364408.900049"
"8729927889","0","EASTERN CENTRES WATER & SANITATION PROJECT","1997-03-12","start-actual","2001-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","140","Water supply and sanitation","Completion","1997","2003","22037356.5476","17914109.151"
"8729922586","1","ENERGY FOR RURAL TRANSFORMATION","2002-07-30","start-actual","2008-09-30","end-planned","International Development Association","DAC","Uganda","UGA","230","Energy generation and supply","Completion","2001","2009","60728073.4034","30046081.3691"
"8729922602","0","EMERGENCY REHABILITATION OF GABA I","2002-06-07","start-actual","2004-06-30","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","2002","2004","7532505.31787","3350430.98482"
"8729935564","1","ENVIRONMENT MANAGEMENT CAPACITY BUILDING","1996-03-31","start-actual","2002-02-28","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1995","2012","42665530.1847","37786529.7405"
"8729922618","0","FOREST RESOURCE MANAGEMENT AND CONSERVATION PROGRAMME","2000-11-08","start-actual","2005-06-30","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1992","2005","19063979.7963","13397404.2057"
"87299221318","0","SMALL SCALE IRRIGATION DEVELOPMENT","1999-08-30","start-actual","","end-planned","Food and Agriculture Organization","DAC","Uganda","UGA","311","Agriculture","Completion","1999","2003","1904502.27959","256675.728878"
"8729931495","0","L.VICTORIA ENVIRONMENT MANAGEMENT PROGRAM - SECRETARIAT","1996-09-10","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1996","2005","16537178.3481","17736834.4863"
"8729922652","0","SMALL TOWNS WATER AND SANITATION PROJECT","1995-01-01","start-actual","2001-06-30","end-planned","Arab Bank for Economic Development in Africa|International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1994","2009","69611249.0517","59498682.9244"
"87299241377","0","VOCATIONAL TRAINING ORPHANS & STREET CHILDREN","1999-12-02","start-actual","2004-12-31","end-planned","World Food Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1999","2005","1513547.81484","2437281.56682"
"87299241125","0","SUPPORT TO NATIONAL DISABILITY COUNCIL","2000-03-30","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2000","2001","171357.644221","229942.278185"
"87299221164","0","SUPPORT TO EQUAL OPPORTUNITIES COMMISSION","2002-01-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","160","Other social infrastructure and services","Completion","2002","2006","2459073.27463","14397583.0602"
"87299221896","0","RIGHTS OF CHILDREN IN ARMED CONFLICT","","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","2000","2004","10368359.3804","6115734.88456"
"87299241135","0","UGANDA ELECTRICITY REGULATORY AUTHORITY","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","2001","2004","2035460.77487","2261327.6417"
"8729922583","0","POWER IV","2002-01-24","start-actual","2004-12-31","end-planned","Nordic Development Fund|International Development Association","DAC","Uganda","UGA","230","Energy generation and supply","Completion","2001","2008","16926393.9915","9635791.60281"
"87299221908","0","JINJA STORAGE TANKS","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","230","Energy generation and supply","Implementation","2009","2013","16120945.965","1690138.51324"
"8729922632","0","TRANSPORT REHABILITATION PROJECT - FEEDER ROADS","1995-05-11","start-actual","1998-12-31","end-planned","Nordic Development Fund","DAC","Uganda","UGA","210","Transport and storage","Completion","1994","2004","7145927.25444","13299050.8069"
"8729922679","0","UPGRADING KAGAMBA-RUKUNGIRI ROAD","1997-04-15","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","1997","2007","47038610.1922","34142984.5809"
"8729922645","0","TRANSPORT REHABILITATION PROJECT - MAIN ROADS","1994-11-29","start-actual","2001-10-31","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion","1994","2001","83466599.7071","70384264.0383"
"8729922678","0","REHABILITATION OF KAMPALA-MALABA RAILWAY LINE","2002-01-02","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","2002","2005","24575133.8641","32260895.5083"
"8729922575","0","ROADS MAINTENANCE IN CENTRAL UGANDA","2001-12-31","start-actual","2006-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","210","Transport and storage","Completion","2001","2006","23723628.5036","14403346.1279"
"87299221922","0","RSISTAP - RAFU","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Implementation","1998","2011","24624226.6418","6754699.18821"
"87299221924","0","RECONSTRUCTION MALABA/BUSIA-BUGIRI ROAD","","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","2000","2003","8927009.93521","692603.268997"
"8729931571","0","RDP - TRANSPORT MASTER PLAN","2001-02-01","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion","1999","2008","123126766.083","30597745.5393"
"87299221929","0","RDP - CONSTRUCTION OF ROAD AGENCY HEADQUARTERS","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion","2001","2008","3377305.38741","1637618.60762"
"8729935646","0","MALABA BORDER POST","2003-01-02","start-actual","","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion","2003","2007","6660897.40928","7107241.87189"
"8729922656","0","HIGHWAYS - NURP","1992-12-09","start-actual","1999-03-31","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Completion","1992","1999","105018371.782","102412582.206"
"8729922893","0","MITYANA-FORT PORTAL, KYEGEGWA-KYENJOJO","1998-12-10","start-actual","2003-06-30","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion","1997","2003","59025809.545","43865411.9063"
"872992686","0","EL-NINO EMERGENCY ROAD PROJECT","1998-07-30","start-actual","2004-06-30","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Implementation","1998","2004","16146179.2647","8063908.63214"
"8729921557","0","CONSTRUCTION OF SELECTED BRIDGES","2009-02-05","start-actual","2013-01-31","end-planned","Islamic Development Bank","DAC","Uganda","UGA","210","Transport and storage","Implementation","2008","2013","11106232.1015","68949.9749939"
"8729921946","0","SUPPORT TO MURCHISON FALLS NATIONAL PARK","2002-12-31","start-actual","","end-planned","Germany","DEU","Uganda","UGA","331","Trade policy and regulations","Completion","1991","2004","17448034.7484","15845527.8874"
"8729922712","0","DEVELOPING EXPORT AGRICULTURE","1993-09-24","start-actual","1999-09-30","end-planned","United States of America","USA","Uganda","UGA","331","Trade policy and regulations","Completion","1993","2002","57653676.2384","52413228.5291"
"8729931598","0","WEST NILE HEALTH PROGRAMME","2001-01-02","start-actual","","end-planned","European Union","DAC","Uganda","UGA","120","Health","Completion","2001","2002","2472981.4438","2395510.48445"
"8729927808","0","UGANDA BLOOD TRANSFUSION SERVICE PHASE II","1999-05-27","start-actual","2002-06-29","end-planned","European Union","DAC","Uganda","UGA","120","Health","Completion","1992","2005","5749725.33517","3411194.40451"
"8729922975","0","TRAINING SUPPORT FOR PRIMARY HEALTH CARE","1996-01-29","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","120","Health","Completion","1996","2002","7819384.87582","6742419.15191"
"8729927878","0","SUPPORT TO MINISTRY OF HEALTH - HSSP","1996-09-09","start-actual","2002-12-31","end-planned","Denmark/DANIDA|Italy","DNK|ITA","Uganda","UGA","120","Health","Completion","1996","2009","77883103.6902","58765190.6371"
"87299381192","0","SUPPORT TO HEALTH PLANNING UNIT","1996-03-12","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Completion","1996","2003","1630389.31882","4258817.76102"
"87299351153","0","IMAGING & THEATRE EQUIPMENT PROJECT II","2003-12-31","start-actual","","end-planned","Netherlands","NLD","Uganda","UGA","120","Health","Completion","2003","2006","2774683.24394","3739903.96896"
"8729922692","0","DECENTRALISED HIV TESTING & COUNSELLING","1999-03-11","start-actual","","end-planned","Norway|European Union","NOR|DAC","Uganda","UGA","120","Health","Completion","1999","2005","13469465.8625","10065001.2165"
"8729924974","0","TEACHER DEVELOPMENT AND MANAGEMENT SYSTEM (TDMS) EXPANSION (PHASES IV AND V)","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Completion","2000","2000","1845816.65702","1802991.48697"
"8729925939","0","SPECIAL EDUCATION PROGRAMME","1997-01-02","start-actual","2001-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","110","Education","Implementation","1991","2002","22909150.939","18922510.581"
"872992887","0","REHABILITATION OF UGANDA POLYTECHNIC KYAMBOGO","1991-03-20","start-actual","2001-06-30","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion","1991","2007","28374054.6246","12207177.6373"
"87299221985","0","REHABILITATION OF SECONDARY SCHOOLS","","start-actual","","end-planned","United States of America","USA","Uganda","UGA","110","Education","Completion","1989","1997","871043.225299","826759.871009"
"8729922573","0","ADB II EDUCATION PROJECT","2001-05-30","start-actual","2006-06-30","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion","2000","2008","36441343.3521","36690673.0445"
"8729931905","0","BASIC EDUCATION IN URBAN POVERTY AREAS","2001-08-11","start-actual","","end-planned","Germany","DEU","Uganda","UGA","110","Education","Completion","1997","2007","3542758.40825","4626108.0153"
"87299221991","0","CHILD FRIENDLY BASIC EDUCATION","","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","110","Education","Completion","2000","2004","25553565.9407","14555210.6518"
"8729924967","0","CONSTRUCTION OF PRIMARY SCHOOLS IN 45 DISTRICTS","1997-01-02","start-actual","1999-12-31","end-planned","Netherlands|Ireland","IRL|NLD","Uganda","UGA","110","Education","Completion","1997","1999","3412904.49315","3069247.64061"
"8729922935","0","URBAN WATER REFORM IMPLEMENTATION","2002-06-03","start-actual","","end-planned","Germany","DEU","Uganda","UGA","140","Water supply and sanitation","Completion","2001","2007","2809281.85532","3398480.26354"
"87299221998","0","UGANDA FOREST SECTOR POLICY AND STRATEGY","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","140","Water supply and sanitation","Completion","1998","2004","9165947.96789","12409645.8413"
"8729925890","1","WATER SECTOR HUMAN RESOURCE DEVELOPMENT","1999-01-02","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","140","Water supply and sanitation","Implementation","1999","2005","2935899.40531","6649344.13981"
"87299222005","0","SCHOOL/COMMUNITY SANITATION AND WATER","","start-actual","","end-planned","United Nations Children's Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","2000","2004","33091867.8932","11633542.9285"
"87299222006","0","NATIONAL BIOMASS STUDY - PHASE III","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion","1988","2006","8650376.43017","10601974.8258"
"87299211282","0","NORTH EASTERN TOWNS WATER AND SANITATION - BADEA","2002-01-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","140","Water supply and sanitation","Completion","2001","2003","1223323.30671","1215036.5018"
